Name,Phone_1,Phone_2,Phone_3,WhatsApp,Email,Location,Governorate,Country,About,Website,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
Gulf Inspection International Company,+965 24733045,,,,,"Area-6, Plot-57, Street 61, Sabhan Industrial Area,,Mubarak Al-Kabeer",Mubarak Al-Kabeer Governorate,Kuwait,"Gulf Inspection International Co. (GIICo), a Kuwaiti Shareholding Company (closed), was established in 1976. Today, the firm operates from principal office and laboratory location in Subhan Industrial Area, Kuwait to serve clients through out Kuwait, Southern Iraq, Abu-Dhabi (UAE) and Middle East. GIICo employs over 140 highly trained, experienced work force and professionals. Most of the firm's employee posses graduate and postgraduate level degrees with specialized training in their fields....",http://www.giico.net/,https://kuwaitlocal.com/business/gulf-inspection-international-company,,,,,
Kddb General Trading & Contracting Company,+965 23986182,,,,,Fahaheel,Al-Ahmadi Governorate,Kuwait,"KDDB is a dynamic company focused on providing engineering solutions which meet client’s needs in the civil, mechanical, infrastructure, environmental engineering, and energy sectors. We have been delivering innovative solutions across Oil & Gas Services, Civil/Structural Engineering and Water & Environment services.",https://www.ekddb.com,https://kuwaitlocal.com/business/kddb-general-trading-contracting-company,,,,,
Beatona,,,,,,"Road No.85,Jahra",Al Jahra Governorate,Kuwait,Beatona is Located In Kuwait,http://www.beatona.net/,https://kuwaitlocal.com/business/beatona,https://www.facebook.com/BeatonaQ8/info/?tab=page_info,,https://www.linkedin.com/company/1606228?trk=pro_other_cmpy,https://twitter.com/Beatona_Kuwait,
Istidamah Environmental Solutions,,,,,,Kuwait City,Capital Governorate,Kuwait,Istidamah Environmental Solutions is primarily focused on development of projects and investment opportunities in the field of waste management and recycling.,https://www.istidamah.com,https://kuwaitlocal.com/business/istidamah-environmental-solutions,https://www.facebook.com/Istidamah-Environmental-Solutions-140354276034627/info/?tab=page_info,,,,
Terra Garden Company,+96599448116,,,,,"Block No.2,Al-Rai",Al Farwaniyah Governorate,Kuwait,Terra Garden Company is Located in Kuwait,http://www.terragarden.net/,https://kuwaitlocal.com/business/terra-garden-company,https://www.facebook.com/q8terragarden/info/?tab=page_info,,,,
Van Guard Pest Control Company,+96590047536,+96590047537,,,info@vanguard-pest-control.com,Abraq Khaitan,Al Farwaniyah Governorate,Kuwait,"VANGUARD PEST CONTROL COMPANY WLL (KUWAIT) offering guaranteed pest control services ( SERVICES AT THEIR BEST ) against BED BUGS, COCKROACHES, RODANTS and all kind of insects. LET’S REMOVE THEIR HOMES BEFORE THEY REMOVE US FROM OUR HOME. Inspection is free and professional services with very reasonable charges. OUR CHARGES ARE TO SOLVE THE PROBLEM NOT ONLY TO SPRAY THE MEDICINES. Contact information 24756197, 90047536, 90047537. Visit at www.vanguard-pest-control.com For online booking and fu...",https://www.vanguard-pest-control.com,https://kuwaitlocal.com/business/van-guard-pest-control-company,,,,,
Focus Consultancy Services K.S.C.C,+965 22469916,,,,,"Aljon Center, Fahad Alsalem Street,Floor No.6th,Kuwait City",Capital Governorate,Kuwait,"Focus Consultancy Services, K.S.C.C. is engineering and management, consulting, and training firm located in Kuwait City downtown. FOCUS subsidiaries and divisions provide specialized consultancy and training services in Gas & Oil, Environmental, Financial and Project Management fields Focus affiliates with local and international consulting as well as training organizations to ensure its capability to provide its clients’ needs and the market demand in the highest standards.",http://focuskw.com/contact.html,https://kuwaitlocal.com/business/focus-consultancy-services-k-s-c-c,https://www.facebook.com/Focus-Consultancy-Services-196355660532121/info/?tab=page_info,,,https://twitter.com/focuskw,
BP Consultancy Company W.l.l,+96523262947,,,,,"Shuaiba Industrial Area,Subahiya",Al-Ahmadi Governorate,Kuwait,"With Headquarter in Kuwait City, BP Consultancy Co. W.L.L (BPC) provides a comprehensive and a unique Environmental Consultancy Services through its complete Environment Health and Safety Management Information Systems, Predictive Emission Monitoring System, Smart Manufacturing Technology, Air Quality Control Services, Chemical Emergency Solutions, Process safety, Risk Management and Security Consulatncy, and Professional Environmental Training that can deliver clarity and efficiency to Indus...",http://www.bpckuwait.com/,https://kuwaitlocal.com/business/bp-consultancy-company-w-l-l,,,https://www.linkedin.com/company/bp-consultancy-co.-w.l.l-bpc-,,
Salbookh Trading Company,,,,,,"Block 3,Salmiya",Hawalli Governorate,Kuwait,"The word ""Salbookh"" in the Arabic Kuwaiti dialogue means ""Crushed Stones"" or ""Aggregates"" in the English language. You would outline that for the focusing on crushed stones and aggregates as the main activity and domain, our company framed its name; ""Salbookh"" Trading Co. For dealing in a key material within the materials of the industries of Construction and Asphalt, STC was always developing new concepts for a distinguished relationship between herself as the source of the material and its ...",http://www.salbookh-group.com/,https://kuwaitlocal.com/business/salbookh-trading-company,,,,,
Washingtonia Agricultural Company W.l.l,+96566720739,+96560940219,,,,Kuwait City,Capital Governorate,Kuwait,"Washingtonia Agricultural Co. W.L.L has a great background full of large agricultural projects, the enclosed list is just an example to the most recent projects, and the enclosed list is just example to the most recent projects besides the projects which were achieved by the company as interior contractor. The activity of the company was enlarged especially after 1990 in the field of contracting as the company started to enter bids and other projects which were offered from governmental and l...",http://www.washingtoniaq8.com,https://kuwaitlocal.com/business/washingtonia-agricultural-company-w-l-l,https://www.facebook.com/Washingtoniaq8/photos,,,,
Zalzalah Agricultural Services & Contracting Company,+96599939925,,,,,Al-Rai,Al Farwaniyah Governorate,Kuwait,"Zalzalah Agricultural Services & Contracting Company is considered one of the leading companies in the field of agricultural in Kuwait, as it was established on 17th January 1978 by the contract of establishing a company with a limited responsibility with a capital of 10,000 KD only. Some modifications were done on the establishing contract on 29th July 1980 and raised the capital amount up to 500,000 KD only.",http://www.kuwaitcommercials.com,https://kuwaitlocal.com/business/zalzalah-agricultural-services-contracting-company,,,,,
Arab India Packing & Processing Industry - Sulaibiya,+96596964786,,,,,"UNIT NO 23, FOOD INSUSTRIES ZONE 1 ,Sulaibiyah",Al Jahra Governorate,Kuwait,"The company is packing wide range of products like food grains, sugar, spices, pulses, nuts and variety of other food stuffs. It has state-of-the-art manufacturing plant, managed by Professionals with the support and assistance of qualified and experienced technocrats and team of technically qualified people.",https://www.ormagroupintl.com,https://kuwaitlocal.com/business/arab-india-packing-processing-industry-sulaibiya,,,,,
White Stores Co - Shuwaikh,+965 24848355,,,,,"Industrial Area Street,Plot 91,Shuwaikh",Capital Governorate,Kuwait,White Stores Company.,http://whitestores.com/,https://kuwaitlocal.com/business/white-stores-co-shuwaikh,,,,,
Ace Hardware - Hawalli,,,,,,"Tunis Street, Opposite ,Al Ahli Banket, o,Hawally",Hawalli Governorate,Kuwait,"Ace Hardware, an America household name in hardware retailing has been in Kuwait since 1991. It opened its first and only store in Al Rai and through the years has blossomed to a 5,000 sq meter store with a wide range of items from niche departments of construction materials, home improvement items, maintenance products and DIY projects. From its humble beginning to what it is no w, Ace hardware has catered to the demand of customers who come to the store for quality products, affordable pric...",http://www.acekuwait.com/,https://kuwaitlocal.com/business/ace-hardware-hawalli,https://www.facebook.com/Acekuwait/,,,https://twitter.com/acekuwait,
Ace Hardware - Al Rai,+96524756233,+96524769105,+96524769457,,,"Al rai Industrial Area,Block 1,Street 9,Bldg 1196,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Ace Hardware, an America household name in hardware retailing has been in Kuwait since 1991. It opened its first and only store in Al Rai and through the years has blossomed to a 5,000 sq meter store with a wide range of items from niche departments of construction materials, home improvement items, maintenance products and DIY projects. From its humble beginning to what it is no w, Ace hardware has catered to the demand of customers who come to the store for quality products, affordable pric...",http://www.acekuwait.com/,https://kuwaitlocal.com/business/ace-hardware-al-rai,https://www.facebook.com/Acekuwait/?hc_ref=SEARCH&fref=nf,,,https://twitter.com/acekuwait,
Al Maha Agricultural Co Kuwait Saudi,+96550000737,+965 9559551,,,,"Abdali next to fire station,Abdali",Al Jahra Governorate,Kuwait,"We’ve come a long way since our visionary founders of Aladwani family , recognized an opportunity to transform Kuwait's traditional farming industry to meet the needs of our rapidly expanding domestic market. That was back in 1992. Today, we are the one of the leading Agricultural companies in the Middle East with a rigid reputation and a clear vision: to provide quality, nutritious food and products to our valuable consumers. Recently, we expanded our chain in KSA and Egypt and more countrie...",https://www.almahakw.com,https://kuwaitlocal.com/business/al-maha-agricultural-co-kuwait-saudi,,https://www.instagram.com/almahakw/,,,https://www.youtube.com/watch?v=29GBSjeKIV0
Alayees,,,,,,"Central fruits and vegetable market, Zone No-17 First floor, Room no-10,Subahiya",Al-Ahmadi Governorate,Kuwait,"Since the year 1990 Alayees has grown to become one of the premier fruit and vegetable importers and distributors in Kuwait and has gained an enviable reputation as a company with a fresh, energetic and individualized approach to procurement and marketing. Handling millions of boxes of fresh produce annually, Alayees imports from countries like France, Chile, Italy, Holland, Africa, Egypt, Jordan, Turkey, China, India, Pakistan, Srilanka, Bangladesh, Saudi Arabia, Oman and UAE by Air, sea and...",http://www.alayees.com/,https://kuwaitlocal.com/business/alayees,,,,,
Mazarana Alalmiya,+96596003535,,,,,"Farwaniya cut 5 dispensary Ghazali Street,Farwaniya",Al Farwaniyah Governorate,Kuwait,"Global company in Kuwait, our farms",http://mzar3naq8.com/,https://kuwaitlocal.com/business/mazarana-alalmiya,https://www.facebook.com/Mazaranaq8/,,,,
VERMINEX PEST CONTROL,+96525741116,+96525741117,,,,"Salem Al Mubarak Street, Mariam Complex, 22060,Salmiya",Hawalli Governorate,Kuwait,Pest & Rodent Control Termite Control Fumigation,http://www.verminex.net/,https://kuwaitlocal.com/business/verminex-pest-control,,,,,
Alforda Central Fruits and Vegetables Market,+965 24643102,+965 24643000,,,,"Central Fruits and Vegetable Market,Kabd",Al Jahra Governorate,Kuwait,"Al Forda Central Fruits and Vegetables Market is Kuwait's largest wholesale hub for fresh produce, located in Sulaibiya . Established in 2000 under the Build-Operate-Transfer (BOT) model, this market caters to a wide range of buyers, from individual consumers to retailers and wholesalers. Spread across a massive area of 300,000 square meters , it offers a diverse selection of local and imported fruits and vegetables, ensuring freshness and quality. Designed for convenience, Al Forda features ...",http://alforda.com/,https://kuwaitlocal.com/business/alforda-shop,,,,,
AaBzZ Clothes,,,,,,"al gani,Hawally",Hawalli Governorate,Kuwait,We design your dream. Indian Boutique in Kuwait. Best place to buy indian clothes online. Indian clothes in kuwait,http://aabzzclothskuwait.com/,https://kuwaitlocal.com/business/aabzz-clothes,https://www.facebook.com/aabzz.kuwait/,,,,
Shamrao Distributors,,,,,,Doha,Capital Governorate,Kuwait,Shamrao Distributors is famous for supplying the best-quality dairy items that are 100% fresh and tastes great. Our firm was established in 2017 and we have been able to make a strong impact on the market. Procurement We make sure only the finest quality products are supplied from our end and are totally free from contamination & adulteration. This is why we procure our products only from the trusted vendors who make these products under hygienic conditions using the latest technologies. All ...,https://www.shamraodistributors.co.in,https://kuwaitlocal.com/business/shamrao-distributors,,,,,
HANDYMAN SERVICES KUWAIT,+96599956911,+96599081204,+965 9995691,,,"Lulwah Al Mulla Complex, mezzanine office 12m Ibn Khaldoun Street.,Hawally",Hawalli Governorate,Kuwait,"HMS, offers a wide range of home repair services. The services are generally fairly minor tasks, if the problem becomes major a contractor is best suited to solve the difficulty. HMS will offer the value-added feature to pre-screen a contractor when it is unable to perform the repair. This will develop a trust bond with the customer so that when a more minor issue comes up the customer is more likely to call HMS due to their honesty displayed earlier. The goal is to not have any unsatisfied c...",https://www.q8hms.com,https://kuwaitlocal.com/business/handyman-services-kuwait,https://www.facebook.com/Handyman-Services-111589394910724/,https://www.instagram.com/handymanq8,,,
Al Ameen Trade Center,+96597993190,+96599795504,+96595580013,,,"Khalifa Al Jasim Street, Near National Paints,Shuwaikh",Capital Governorate,Kuwait,Retailer for Water pump Generator Electrical induction motor High pressure washer Hydro test pump Overhauling Motor Rewinding Workshop&more Construction Electrical Mechanical Safety Spare Parts Hardware Preventive Maintenance Corrective Maintenance Field Maintenance Overhauling Service For Generator,https://www.alameentradecenter.com,https://kuwaitlocal.com/business/al-ameen-trade-center,https://www.facebook.com/alameentradecenter/,https://www.instagram.com/alameentradecenter/,,https://twitter.com/alameentrade,
Cranskuwait Pest Control Services,+96597723707,,,,,"Ali Tower qibla Abdullah Mubarak Street,Mirqab",Capital Governorate,Kuwait,Cranskuwait Pest Control Services located in kuwait,https://cranskuwait.com,https://kuwaitlocal.com/business/cranskuwait-pest-control-services,,,,,
Fresh Island General Trading Co,+96522421170,,,,,"Fresh Island General Trading Company, Office 9, 17th Floor, Al Adala Tower, Building-15, Near Majid Round About,Mirqab",Capital Governorate,Kuwait,We are an Agro based Export import company who wish to Excel in providing our customers with an exceptional quality produce at a competitive pricing.,https://www.freshislandcompany.com,https://kuwaitlocal.com/business/fresh-island-general-trading-co-,,,,,
Go Fresh,+96594130211,,,,,Shuwaikh,Capital Governorate,Kuwait,"Go Fresh is based in Kuwait — An open market to fruits and vegetables. We have a team of highly experienced inspectors in Kuwait and the region who are constantly looking for new sources and opportunities. In fact, our mission is to inspect and fined the quality aimed for more than purchasing goods. In other words, we have more eyes and ears at the field and farm levels.Quality is the target in every aspect of the business. Growers and exporters frequently ask to ship their produce from all o...",https://www.gofreshkwt.com,https://kuwaitlocal.com/business/go-fresh,,https://instagram.com/gofresh.kwt?igshid=1oj8fhh4zpwz6,,,
Edible Arrangements Salmiya,,,,,,,Hawalli Governorate,Kuwait,Edible Arrangements Salmiya,https://www.ediblearrangements.com/?utm_source=kwredirect/,https://kuwaitlocal.com/business/edible-arrangements-salmiya,https://www.facebook.com/ediblearrangements,https://instagram.com/accounts/login/?next=/ediblearrangements/,,https://twitter.com/edible,https://www.youtube.com/ediblearrangements
Edible Arrangements Sharq,,,,,,,Capital Governorate,Kuwait,Edible Arrangements Sharq,https://www.ediblearrangements.com/?utm_source=kwredirect/,https://kuwaitlocal.com/business/edible-arrangements-sharq,https://www.facebook.com/ediblearrangements,https://instagram.com/accounts/login/?next=/ediblearrangements/,,https://twitter.com/edible,https://www.youtube.com/ediblearrangements
Gulf Agro Fish Fertilizer,+96567733900,,,,,Kuwait City,Capital Governorate,Kuwait,Gulf Company for Organic and Biological Fertilizers.,https://www.gulfagro.net,https://kuwaitlocal.com/business/gulf-agro-fish-fertiizer,,https://www.instagram.com/gulf_agro/,,,
Nebosh Oil and Gas,+96567097786,+96566040331,,+96567097786,,"Block: Grand Hyper, Street: 2nd floor, office number 10,Fahaheel",Al-Ahmadi Governorate,Kuwait,"Employees can contribute to workplace safety by following safety protocols, reporting hazards promptly, and actively participating in safety training and initiatives.Enroll in NEBOSH IGC training with NCB to obtain certification and enhance employability on a global scale. NEBOSH Oil and Gas",https://wa.me/96567097786,https://kuwaitlocal.com/business/nebosh-oil-and-gas,,https://www.instagram.com/ncb_997/?hl=en,https://www.linkedin.com/in/national-certification-bureau-ncb-a5a8141b6/,https://x.com/hse_ncb,
Alrabya co.,+96599108162,,,+96599108162,,Kuwait City,Capital Governorate,Kuwait,شركة الرابية لمقاولات تنظيف المباني شركة متخصصة في تنظيف المباني مكافحة الحشرات والقوارض صيانة الحدائق والنباتات الداخلية والخارجية انشاء حدائق Pest Control And Pest Management Providers We employ advanced and most updated Pest management techniques and strategies in order to guarantee our clients a long term Pest Free Environment. Call us for Best Service: (965) 991-08162,https://wa.me/96599108162,https://kuwaitlocal.com/business/alrabya-co,,,,,
