Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
advertising-&-marketing-services,Attas Advertising,+966 26680667,,,,"P.O.Box : 1084, Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",P.O.Box : 1084,Makkah Province,Saudi Arabia,"ATTAS ADVERTISING is located in Jeddah, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/attas-advertising,,,,,
accessory,Awatif Ali Hassan Rafeea Trading Est,+966 6550818,,,,"P.O. Box: 620 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 620,Makkah Province,Saudi Arabia,"AWATIF ALI HASSAN RAFEEA TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/awatif-ali-hassan-rafeea-trading-est,,,,,
accounting,Bring Automation To Business Management With Cloud-Based Accounting Software In Saudi Arabia,+966 506195881,,,sales@olivotech.com,"Al Malaz, Fatimah Az Zahra Jarir, Riyadh 11422, Jarir Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Malaz,Riyadh Province,Saudi Arabia,"Olivo Technologies, a leading IT solutions provider, launches Olivo Business, the cloud-based accounting software in Saudi Arabia to automate business management.Olivo Business's cloud accounting software is a game-changer for businesses of all sizes. It gives you the power to supercharge your productivity, take charge of your finances from anywhere, and collaborate effortlessly with your team to beat the competition.Even if you're not a certified accountant, you can navigate our system with ...",http://olivotech.com/accounting-software/,,https://arablocal.com/business/view/bring-automation-to-business-management-with-cloudbased-accounting-software-in-saudi-arabia,https://www.facebook.com/olivotech,,http://www.linkedin.com/company/olivo-technologies,https://twitter.com/Olivotech1?s=09,
accomodation,Rest Home Hotel Apartments Dammam,+966 138200900,,,,"King Saud Street, Uhud Dist., Dammam, Uhud Dist., Dammam, Eastern Province, Saudi Arabia",King Saud Street,Eastern Province,Saudi Arabia,Rest Home Hotel Apartments Dammam,,,https://arablocal.com/business/view/rest-home-hotel-apartments-dammam,,,,,
accessory,Arab Elegant Dressing Store For Trading,+966 14052719,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ARAB ELEGANT DRESSING STORE FOR TRADING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/arab-elegant-dressing-store-for-trading,,,,,
accounting,Aldar Audit Bureau Talal Abu Ghazaleh Al Basri And Co,+966 14630680,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ALDAR AUDIT BUREAU ( TALAL ABU GHAZALEH AL BASRI & CO ) is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting, Business Management Consulting business activities.",,,https://arablocal.com/business/view/aldar-audit-bureau--talal-abu-ghazaleh-al-basri--and--co-,,,,,
accounting,Adel Abulkhair Acountant Office,+966 26726814,,,,"Mushrifah Dist., P.O.Box : 14222, Mushrifah Dist., Mushrifah Dist., Jeddah, Makkah Province, Saudi Arabia",Mushrifah Dist.,Makkah Province,Saudi Arabia,"Adel Abulkhair Acountant Office Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/adel-abulkhair-acountant-office,,,,,
advertising-&-marketing-services,Art Of Jinnty,+966 38241517,,,,"Tarut Island, Dammam, Eastern Province, Saudi Arabia",Tarut Island,Eastern Province,Saudi Arabia,"Art Of Jinnty is located in Dammam, Saudi Arabia. Company is working in Advertising, Graphic Design, Web Design, Graphic Design business activities.",,,https://arablocal.com/business/view/art-of-jinnty,,,,,
accomodation,Al Rashid Mall Hotel,+966 138814411,,,,"Al Rashid Mall, Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Al Rashid Mall,Eastern Province,Saudi Arabia,Al Rashid Mall Hotel,,,https://arablocal.com/business/view/al-rashid-mall-hotel,,,,,
accounting,Al Saleh Certified Accountants,+966 14626305,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"Al Saleh Certified Accountants Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-saleh-certified-accountants,,,,,
accomodation,Yanbu Stars For Hotel Suites,+966 143902444,,,,"Jeddah Road, Yenbu, Yanbu, Yenbu, Yanbu, Madinah Province, Saudi Arabia",Jeddah Road,Madinah Province,Saudi Arabia,Yanbu Stars For Hotel Suites,,,https://arablocal.com/business/view/yanbu-stars-for-hotel-suites,,,,,
accessory,Amal A Al Arnus Est For Trading,+966 14566616,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"AMAL A AL ARNUS EST FOR TRADING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/amal-a-al-arnus-est-for-trading,,,,,
advertising-&-marketing-services,Arab Center For Marketing And Advertising Branch,+966 6652188,,,,"Po Box 51 795 Sarih Street Bashawri Building, Madeena Road 21553 , Madinah Road, Jeddah, Makkah Province, Saudi Arabia",Po Box 51 795 Sarih Street Bashawri Building,Makkah Province,Saudi Arabia,"ARAB CENTER FOR MARKETING AND ADVERTISING is located in Jeddah, Saudi Arabia. Company is working in Advertising business activities.",,,https://arablocal.com/business/view/arab-center-for-marketing-and-advertising-branch,,,,,
accounting,Al Robaish Certified Public Accountants,+966 14910000,,,,"Khurais Road, P.O.Box : 7350, Khurais Road, Khurais Road, Riyadh, Riyadh Province, Saudi Arabia",Khurais Road,Riyadh Province,Saudi Arabia,"Al Robaish Certified Public Accountants Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-robaish-certified-public-accountants,,,,,
accomodation,Jala House For Furnished Apartments,+966 138090987,,,,"Al Hamra Dist., Dammam, Al Hamra Dist., Dammam, Eastern Province, Saudi Arabia",Al Hamra Dist.,Eastern Province,Saudi Arabia,Jala House For Furnished Apartments,,,https://arablocal.com/business/view/jala-house-for-furnished-apartments,,,,,
advertising-&-marketing-services,Amjad Media Service Est,+966 14787536,,,,"Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",Malaz Dist.,Riyadh Province,Saudi Arabia,"Amjad Media Service Est. is located in Riyadh, Saudi Arabia. Company is working in Advertising business activities.",,,https://arablocal.com/business/view/amjad-media-service-est,,,,,
accessory,Ali Ahmad Aljashshash Trading Est,+966 6492417,,,,"P.O. Box: 22667 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 22667,Makkah Province,Saudi Arabia,"ALI AHMAD AL-JASHSHASH TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/ali-ahmad-aljashshash-trading-est,,,,,
accounting,Al Nasser Certified Public Accountants And Auditors,+966 38174143,,,,"Bareed Dist., Dammam, Eastern Province, Saudi Arabia",Bareed Dist.,Eastern Province,Saudi Arabia,"Al Nasser Certified Public Accountants & Auditors Is Located In Dammam, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-nasser-certified-public-accountants--and--auditors,,,,,
accomodation,Etqaan For Hospitality Management,+966 505826291,+966 138935353,,,"Al Dammam -18, Khobar Southern, Al Khobar, Khobar Southern, Al Khobar, Eastern Province, Saudi Arabia",Al Dammam -18,Eastern Province,Saudi Arabia,Etqaan For Hospitality Management,,,https://arablocal.com/business/view/etqaan-for-hospitality-management,,,,,
accounting,Adel Abdulkhair Acountant Office,+966 26726814,,,,"Mushrifah, Mushrifah Dist., Jeddah, Makkah Province, Saudi Arabia",Mushrifah,Makkah Province,Saudi Arabia,"Adel Abdulkhair Acountant Office Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/adel-abdulkhair-acountant-office,,,,,
advertising-&-marketing-services,Bughshan Advertising And Publication Agency,+966 6696969,,,,"P.O. Box: 16871 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 16871,Makkah Province,Saudi Arabia,"BUGHSHAN ADVERTISING AND PUBLICATION AGENCY. is located in Jeddah, Saudi Arabia. Company is working in Advertising business activities.",,,https://arablocal.com/business/view/bughshan-advertising-and-publication-agency,,,,,
advertising-&-marketing-services,Boards Technology Company Ltd,+966 38466723,,,,"Lasilki, Dammam, Eastern Province, Saudi Arabia",Lasilki,Eastern Province,Saudi Arabia,"Boards Technology Company Ltd is located in Dammam, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/boards-technology-company-ltd,,,,,
accessory,Ali A Barass Est,+966 6447035,,,,"P.O. Box: 16445 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 16445,Makkah Province,Saudi Arabia,"ALI A. BA-RASS EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/ali-a-barass-est,,,,,
accounting,Al Fouzan And Banqa Accouting Office,+966 26534021,,,,"Sharafiyah, Sharafiyah Dist., Jeddah, Makkah Province, Saudi Arabia",Sharafiyah,Makkah Province,Saudi Arabia,"Al Fouzan & Banqa Accouting Office Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-fouzan--and--banqa-accouting-office,,,,,
accessory,Algasr Trading Est,+966 6796263,,,,"P.O. Box: 19136 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 19136,Makkah Province,Saudi Arabia,"AL-GASR TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/algasr-trading-est,,,,,
advertising-&-marketing-services,Basic Idea Advertising And Communication,+966 22566660,,,,"P.O.Box : 12718, Salama Dist., Jeddah, Makkah Province, Saudi Arabia",P.O.Box : 12718,Makkah Province,Saudi Arabia,"BASIC IDEA ADVERTISING is located in Jeddah, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/basic-idea-advertising--and--communication,,,,,
accounting,Al Badran Auditors And Certified Accountants,+966 26980320,,,,"Salama, Salama Dist., Jeddah, Makkah Province, Saudi Arabia",Salama,Makkah Province,Saudi Arabia,"Al Badran Auditors & Certified Accountants Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-badran-auditors--and--certified-accountants,,,,,
accomodation,Durat Al Nakheel Hotel Suites,+966 112051717,,,,"Al Nakheel Dist., Riyadh, Al Nakheel Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Nakheel Dist.,Riyadh Province,Saudi Arabia,Durat Al Nakheel Hotel Suites,,,https://arablocal.com/business/view/durat-al-nakheel-hotel-suites,,,,,
accessory,Boushiyah Trading Est,+966 14418314,,,,"P.O. Box: 9664 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 9664,Riyadh Province,Saudi Arabia,"BOUSHIYAH TRADING EST is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/boushiyah-trading-est,,,,,
advertising-&-marketing-services,Bani Co For Marketing Ltd,+966 14780115,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"BANI CO FOR MARKETING LTD is located in Riyadh, Saudi Arabia. Company is working in Marketing business activities.",,,https://arablocal.com/business/view/bani-co-for-marketing-ltd,,,,,
accounting,Abushaar Ibrahim A,+966 6608667,,,,"P.O.Box No : 2612 21461, Jeddah, Makkah Province, Saudi Arabia",P.O.Box No : 2612 21461,Makkah Province,Saudi Arabia,"Abu-Shaar, Ibrahim A. Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/abushaar-ibrahim-a,,,,,
accomodation,Aleairy No.3 Al Zhoor Dammam,+966 138306248,,,,"King Abd Elaziz Street, Al Zhoor Dist., Dammam, Al Zhoor Dist., Dammam, Eastern Province, Saudi Arabia",King Abd Elaziz Street,Eastern Province,Saudi Arabia,Aleairy No.3 Al Zhoor Dammam,,,https://arablocal.com/business/view/aleairy-no-3-al-zhoor-dammam,,,,,
accessory,Basem Trading Est,+966 6431252,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"BASEM TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/basem-trading-est,,,,,
accomodation,Dar Raneem Furnished Appartment,+966 144241010,,,,"Al Mahrjan Dist., Tabuk, Al Mahrjan Dist., Tabuk, Tabuk Province, Saudi Arabia",Al Mahrjan Dist.,Tabuk Province,Saudi Arabia,Dar Raneem Furnished Appartment,,,https://arablocal.com/business/view/dar-raneem-furnished-appartment,,,,,
advertising-&-marketing-services,Atyal Advertising Agency,+966 14042551,,,,"Al Murab'a Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Murab'a Dist.,Riyadh Province,Saudi Arabia,"Atyal Advertising Agency is located in Riyadh, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/atyal-advertising-agency,,,,,
accomodation,Watd Arabia for Prefabricated Houses Co.,+966 505670116,,,,"Al Rawabei Dist., Jeddah, Al Rawabei Dist., Jeddah, Makkah Province, Saudi Arabia",Al Rawabei Dist.,Makkah Province,Saudi Arabia,Watd Arabia for Prefabricated Houses Co.,,,https://arablocal.com/business/view/watd-arabia-for-prefabricated-houses-co,,,,,
accomodation,The East Crystal,+966 138224835,,,,"King Saud street, Uhud Dist., Dammam, Uhud Dist., Dammam, Eastern Province, Saudi Arabia",King Saud street,Eastern Province,Saudi Arabia,The East Crystal,,,https://arablocal.com/business/view/the-east-crystal,,,,,
accessory,Banya Al Jamela Est For Trading,+966 14040850,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"BANYA AL JAMELA EST FOR TRADING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/banya-al-jamela-est-for-trading,,,,,
advertising-&-marketing-services,Badi Advertising Agency,+966 14219960,,,,"Shifa Dist., Riyadh, Riyadh Province, Saudi Arabia",Shifa Dist.,Riyadh Province,Saudi Arabia,"Badi Advertising Agency is located in Riyadh, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/badi-advertising-agency,,,,,
accessory,Bamarei Trading Est,+966 14115996,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"BAMAREI TRADING EST is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes, Boutique business activities.",,,https://arablocal.com/business/view/bamarei-trading-est,,,,,
accessory,Badr For Shoes,+966 6271525,,,,"P.O. Box: 130179 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 130179,Makkah Province,Saudi Arabia,"BADR FOR SHOES is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/badr-for-shoes,,,,,
advertising-&-marketing-services,Artex Advertising Agency,+966 14480617,,,,"P.O.Box : 18350, Manfouha Dist., Riyadh, Riyadh Province, Saudi Arabia",P.O.Box : 18350,Riyadh Province,Saudi Arabia,"ARTEX ADVERTISING AGENCY is located in Riyadh, Saudi Arabia. Company is working in Advertising, Photography business activities.",,,https://arablocal.com/business/view/artex-advertising-agency,,,,,
accounting,Abdullah S Al Mengash Center For Accounts,+966 14658218,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"Abdullah S Al Mengash Center For Accounts Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/abdullah-s-al-mengash-center-for-accounts,,,,,
accessory,Ayesha Awad Attallah Alzahri Est,+966 6440444,,,,"P.O. Box: 30431 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 30431,Makkah Province,Saudi Arabia,"AYESHA AWAD ATTALLAH AL-ZAHRI EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ayesha-awad-attallah-alzahri-est,,,,,
advertising-&-marketing-services,Arabiah Technical Contracting Co,+966 26500971,,,,"Sharafiyah Dist., Jeddah, Makkah Province, Saudi Arabia",Sharafiyah Dist.,Makkah Province,Saudi Arabia,"Arabiah Technical Contracting Co. is located in Jeddah, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/arabiah-technical-contracting-co,,,,,
accounting,Abdullah Al Hamly Chartered Accountants Office,+966 12930871,,,,"Ulaya Dist., P.O.Box : 50436, Ulaya Dist., Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,"Abdullah Al Hamly Chartered Accountants Office Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/abdullah-al-hamly-chartered-accountants-office,,,,,
accounting,Al Sayed Al Ayouty Co,+966 26605909,,,,"Rouwais Dist., Rouwais Dist., Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",Rouwais Dist.,Makkah Province,Saudi Arabia,"Al Sayed Al Ayouty Co. Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-sayed-al-ayouty-co,,,,,
accounting,Al Sabti Accounting And Auditing,+966 14509191,,,,"Al Dar Al Bida'A Dist., P.O.Box : 9524, Al Dar Al Bida'A Dist., Al Dar Al Baida'a Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Dar Al Bida'A Dist.,Riyadh Province,Saudi Arabia,"Al Sabti Accounting & Auditing Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-sabti-accounting--and--auditing,,,,,
accomodation,Budel Hotel,+966 138093333,,,,"Prince Mohamed Bin Fahd Road, Nasiriyah Dist., Dammam, Nasiriyah Dist., Dammam, Eastern Province, Saudi Arabia",Prince Mohamed Bin Fahd Road,Eastern Province,Saudi Arabia,Budel Hotel,,,https://arablocal.com/business/view/budel-hotel,,,,,
accomodation,House Al Bafrj,+966 138056559,,,,"Laborer City, Dammam, Laborer City, Dammam, Eastern Province, Saudi Arabia",Laborer City,Eastern Province,Saudi Arabia,House Al Bafrj,,,https://arablocal.com/business/view/house-al-bafrj,,,,,
accomodation,Industrialized Buildings Saudi Factories,+966 126213333,,,,"Old Makkah Road, Jeddah, Old Makkah Road, Jeddah, Makkah Province, Saudi Arabia",Old Makkah Road,Makkah Province,Saudi Arabia,Industrialized Buildings Saudi Factories,,,https://arablocal.com/business/view/industrialized-buildings-saudi-factories,,,,,
accounting,Abdullah Ahmed Tayseer Office Accountants And Auditors,+966 6534480,,,,"P.O.Box No : 10496 21433, Jeddah, Makkah Province, Saudi Arabia",P.O.Box No : 10496 21433,Makkah Province,Saudi Arabia,"Abdullah, Ahmed Tayseer Office Accountants & Auditors Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/abdullah-ahmed-tayseer-office-accountants--and--auditors,,,,,
accounting,Al Fawzan And Banaga Legal Accountant And Auditors Malaz Riyadh,+966 12914350,,,,"P.O.Box : 92876, Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",P.O.Box : 92876,Riyadh Province,Saudi Arabia,"Al Fawzan & Banaga Legal Accountant Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-fawzan--and--banaga-legal-accountant--and--auditors-malaz-riyadh,,,,,
accounting,Ahmedcsalih Alothaim Economic Consultant Office,,,,,"Po Box 102 11411, Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 102 11411,Riyadh Province,Saudi Arabia,"Ahmedcsalih Alothaim Economic Consultant Office Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/ahmedcsalih-alothaim-economic-consultant-office,,,,,
accessory,Asian And European Modeling Exhibition,+966 14560122,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ASIAN & EUROPEAN MODELING EXHIBITION is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/asian--and--european-modeling-exhibition,,,,,
accounting,Al Rashed Legal Accountants And Auditors Office,+966 26831428,,,,"Salama, Salama Dist., Jeddah, Makkah Province, Saudi Arabia",Salama,Makkah Province,Saudi Arabia,"Al Rashed Legal Accountants & Auditors Office Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-rashed-legal-accountants--and--auditors-office,,,,,
accounting,Al Yousif Legal Accounting Office,+966 14776110,,,,"Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",Malaz Dist.,Riyadh Province,Saudi Arabia,"Al Yousif Legal Accounting Office is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-yousif-legal-accounting-office,,,,,
advertising-&-marketing-services,Arab Line Publicity And Advertising Est,+966 75220606,,,,"Faisaliyah Dist., Najran, Najran Province, Saudi Arabia",Faisaliyah Dist.,Najran Province,Saudi Arabia,"Arab Line Publicity & Advertising Est. is located in Najran, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/arab-line-publicity--and--advertising-est,,,,,
accomodation,Boudl Khurais,+966 112172222,,,web@boudl.com,"Khurais Road, Riyadh, Khurais Road, Riyadh, Riyadh Province, Saudi Arabia",Khurais Road,Riyadh Province,Saudi Arabia,Boudl Khurais,http://boudl.com/,,https://arablocal.com/business/view/boudl-khurais,https://www.facebook.com/boudl.hotels.resorts/,https://www.instagram.com/braira_hotels/,,https://twitter.com/BoudlHotels,https://www.youtube.com/channel/UC2Ci8v8M-DGAIZyT7gtoPsQ
accessory,Alnugaimah Trading Co Ltd,+966 6603820,,,,"P.O. Box: 53270 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 53270,Makkah Province,Saudi Arabia,"AL-NUGAIMAH TRADING CO. LTD. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alnugaimah-trading-co-ltd,,,,,
accounting,Al Sewalim Accountants And Legal Auditors,+966 14616050,,,,"Ulaya Dist., P.O.Box : 92608, Ulaya Dist., Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,"Al Sewalim Accountants & Legal Auditors Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-sewalim-accountants--and--legal-auditors,,,,,
advertising-&-marketing-services,Arab Circle For Advertisement And Publication,+966 6318541,,,,"P.O.Box No : 503 21421 , Jeddah, Makkah Province, Saudi Arabia",P.O.Box No : 503 21421,Makkah Province,Saudi Arabia,"ARAB CIRCLE FOR ADVERTISEMENT & PUBLICATION is located in Jeddah, Saudi Arabia. Company is working in Advertising, Advertising Agencies, Magazine Publishing business activities. If you have any questions, please contact us",,,https://arablocal.com/business/view/arab-circle-for-advertisement--and--publication,,,,,
accomodation,Leen For Hotel Suites,+966 138956677,,,,"Khobar North, Al Khobar, Khobar North, Al Khobar, Eastern Province, Saudi Arabia",Khobar North,Eastern Province,Saudi Arabia,Leen For Hotel Suites,,,https://arablocal.com/business/view/leen-for-hotel-suites,,,,,
accessory,Bin Sulaiman Gifts And Novelties Center,+966 14142004,,,,"Al Dirah, Riyadh, Riyadh Province, Saudi Arabia",Al Dirah,Riyadh Province,Saudi Arabia,"Bin Sulaiman Gifts & Novelties Center is located in Riyadh, Saudi Arabia. Company is working in Gifts, Accessories, Gift Shops business activities.",,,https://arablocal.com/business/view/bin-sulaiman-gifts--and--novelties-center,,,,,
accomodation,Dorat El Nayfa Hotel,+966 138130394,,,,"Imam Mohamad Ibn Abd Elwahab street, Al Shullah Dist., Dammam, Al Shullah Dist., Dammam, Eastern Province, Saudi Arabia",Imam Mohamad Ibn Abd Elwahab street,Eastern Province,Saudi Arabia,Dorat El Nayfa Hotel,,,https://arablocal.com/business/view/dorat-el-nayfa-hotel,,,,,
accomodation,Al Falakia Furnished Suites,+966 138651344,,,,"Al Aqrabiyah Dist, Al Khobar, Al Aqrabiyah Dist, Al Khobar, Eastern Province, Saudi Arabia",Al Aqrabiyah Dist,Eastern Province,Saudi Arabia,Al Falakia Furnished Suites,,,https://arablocal.com/business/view/al-falakia-furnished-suites,,,,,
accessory,Balubaid For Italian Shoes,+966 26877509,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"BALUBAID FOR ITALIAN SHOES is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/balubaid-for-italian-shoes,,,,,
advertising-&-marketing-services,Bin Dheyab Advertising And Weddings Cards Est,+966 26313227,,,,"Saheefah Dist., Jeddah, Makkah Province, Saudi Arabia",Saheefah Dist.,Makkah Province,Saudi Arabia,"Bin Dheyab Advertising & Weddings Cards Est. is located in Jeddah, Saudi Arabia. Company is working in Advertising business activities.",,,https://arablocal.com/business/view/bin-dheyab-advertising--and--weddings-cards-est,,,,,
accomodation,Wonder Plaza Seouts,+966 112515555,,,,"Khaled bin Al Waleed Street, Ghurnatah Dist., Riyadh, Ghurnatah Dist., Riyadh, Riyadh Province, Saudi Arabia",Khaled bin Al Waleed Street,Riyadh Province,Saudi Arabia,Wonder Plaza Seouts,,,https://arablocal.com/business/view/wonder-plaza-seouts,,,,,
advertising-&-marketing-services,Amanah Publicity And Advertising Agencies,+966 72270172,,,,"Abha, Asir, Asir Province, Saudi Arabia",Abha,Asir Province,Saudi Arabia,"Amanah Publicity & Advertising Agencies is located in Abha, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/amanah-publicity--and--advertising-agencies,,,,,
accessory,Ayamn Shoes Branch,+966 6482696,,,,"P.O. Box: 310 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 310,Makkah Province,Saudi Arabia,"AYAMN SHOES - BRANCH is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/ayamn-shoes--branch,,,,,
accessory,Ataf Trading Est,+966 6894415,,,,"P.O. Box: 32461 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 32461,Makkah Province,Saudi Arabia,"ATAF TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ataf-trading-est,,,,,
accounting,Al Jarboue Legal Accounting Office,+966 14781579,,,,"Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",Malaz Dist.,Riyadh Province,Saudi Arabia,"Al Jarboue Legal Accounting Office Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-jarboue-legal-accounting-office,,,,,
