Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
business-b2b,Al Futtaim Trading Co LLC Ikea,+971 2950434,,,,Box No. 152,Dubai Others,Dubai,UAE,"AL FUTTAIM TRADING CO. L.L.C (IKEA) is located in Dubai, UAE. Company is working in Trading business activities. Visit our company website for more information about us : http://www.ikeauae.com",http://www.ikeauae.com,,773,,https://uae.arablocal.com/business/view/al-futtaim-trading-co-llc-ikea,,,,,
business-b2b,EFS Manpower Supply,+971 44577500,,,,"Dubai Outsource Zone,",Dubai Outsource Zone,Dubai,UAE,EFS Manpower Supply,,,773,,https://uae.arablocal.com/business/view/efs-manpower-supply,,,,,
business-b2b,Hytech Goodwill HR Services LLC,+971 44070547,,,,"Floor # 7, Centurion Star Tower B, Office # 702-02,",Deira,Dubai,UAE,Hytech Goodwill HR Services LLC,,,775,,https://uae.arablocal.com/business/view/hytech-goodwill-hr-services-llc,,,,,
business-b2b,Cumberland General Trading Llc,+971 3215651,,,,Box No. 102603,Dubai Others,Dubai,UAE,"CUMBERLAND GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,765,,https://uae.arablocal.com/business/view/cumberland-general-trading--llc,,,,,
dealers%2C-distributors-%26-manufacturers,Al Saraya Trading Company LLC Sharjah,+971 65727013,,,,Po Box 23819,Sharjah Others,Sharjah,UAE,"AL SARAYA TRADING COMPANY L.L.C. is located in Sharjah, UAE. Company is working in Wooden Products business activities.",,,710,,https://uae.arablocal.com/business/view/al-saraya-trading-company--llc-sharjah,,,,,
dealers%2C-distributors-%26-manufacturers,Al Adhid General Land Transport,+971 42899213,,,,Dubai,Ras Al Khor Industrial Area 2,Dubai,UAE,Al Adhid General Land Transport,,,710,,https://uae.arablocal.com/business/view/al-adhid-general-land-transport,,,,,
business-b2b,Rad General Trading Llc,+971 2669299,,,,Box No. 56499,Dubai Others,Dubai,UAE,"RAD GENERAL TRADING (L.LC.) is located in Dubai, UAE. Company is working in Procurement, Trading business activities. Visit our company website for more information about us : http://www.radintgroup.com",http://www.radintgroup.com,,764,,https://uae.arablocal.com/business/view/rad-general-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Bel Hasa Joinery And Decoration Co LLC Branch,+971 42857041,,,,P.O Box 60134,Al Karama,Dubai,UAE,"Bel Hasa Joinery & Decoration Co. (L.L.C) Branch is located in Dubai, UAE. Company is working in Wooden Products business activities. If you have any questions, please contact us",http://www.bestdesertsafaridubai.com,,705,,https://uae.arablocal.com/business/view/bel-hasa-joinery-and-decoration-co-llc-branch,,,,,
dealers%2C-distributors-%26-manufacturers,Awafi Mineral Water Est Fujairah,+971 92564222,,,,"Masafi,",Masafi,Fujairah,UAE,Awafi Mineral Water Est Fujairah,,,699,,https://uae.arablocal.com/business/view/awafi-mineral-water-est-fujairah,,,,,
dealers%2C-distributors-%26-manufacturers,Al Waseela General Contracting Company W L L,+971 6424255,,,,P.O Box 51570,Dubai Others,Dubai,UAE,"AL WASEELA GENERAL CONTRACTING COMPANY W L L is located in Dubai, UAE. Company is working in Clothing and Accessories business activities.",,,697,,https://uae.arablocal.com/business/view/al-waseela-general-contracting-company-w-l-l,,,,,
dealers%2C-distributors-%26-manufacturers,Kawthar Sewing Machines Trading LLC,+971 42250622,+971 555199555,,,"Rashid Ahmad Al Haydan Building, Shop # 4, Al Dagayah Street-Gold Souq,",Deira,Dubai,UAE,Kawthar Sewing Machines Trading LLC,,,694,,https://uae.arablocal.com/business/view/kawthar-sewing-machines-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Green Age Partners,+971 44275020,+971 506974248,,,"Ground Floor, Warehouse, Office #417,",Dubai Maritime City,Dubai,UAE,Green Age Partners,,,698,,https://uae.arablocal.com/business/view/green-age-partners,,,,,
construction,Derea Al Jazeera Building Cont,+971 67311977,,,,"New Industrial Area,",New Industrial Area,Ajman,UAE,Derea Al Jazeera Building Cont,,,1267,,https://uae.arablocal.com/business/view/derea-al-jazeera-building-cont,,,,,
industrial,Al Hadef Technical Services LLC,+971 42668620,,,,"First Floor, Horl Al Anz Plaza, Office # 160, Hor Al Anz,",Deira,Dubai,UAE,Al Hadef Technical Services LLC,,,1279,,https://uae.arablocal.com/business/view/al-hadef-technical-services-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Hind Garments Shop,+971 26348177,,,,Area :,Abu Dhabi City,Abu Dhabi,UAE,"Hind Garments Shop is located in Abu Dhabi, UAE. Company is working in Clothing and Accessories business activities.",,,692,,https://uae.arablocal.com/business/view/hind-garments-shop,,,,,
construction,Al Qanatr Al Thahabia General Contracting Est,+971 37212188,,,,Area :,Al Ain,Abu Dhabi,UAE,"Al Qanatr Al Thahabia General Contracting Est is located in Al Ain, UAE. Company is working in Construction Services business activities.",,,1266,,https://uae.arablocal.com/business/view/al-qanatr-al-thahabia-general-contracting-est,,,,,
dealers%2C-distributors-%26-manufacturers,Al Heraibi Fashion Branch,+971 37518516,+971 7519931,,,P.O Box 16418,Al Ain,Abu Dhabi,UAE,"Al Heraibi Fashion - Branch is located in Al Ain, UAE. Company is working in Clothing and Accessories business activities.",,,685,,https://uae.arablocal.com/business/view/al-heraibi-fashion-branch,,,,,
industrial,Abu Ali Glass Workshop,+971 26343390,,,,Abu Dhabi,Al Danah,Abu Dhabi,UAE,Abu Ali Glass Workshop,,,1274,,https://uae.arablocal.com/business/view/abu-ali-glass-workshop,,,,,
construction,Queen Palace Curtains and Decoration LLC Al Wahdah Abu Dhabi,+971 24432558,+971 504443258,,,"Ground Floor, Al Bader Al Muraihi Building, Airport Road,",Al Wahdah,Abu Dhabi,UAE,Queen Palace Curtains and Decoration LLC Al Wahdah Abu Dhabi,,,1259,,https://uae.arablocal.com/business/view/queen-palace-curtains-and-decoration-llc-al-wahdah-abu-dhabi,,,,,
industrial,Hammad Stainless Steel and Brass Decoration,+971 25541610,,,,Abu Dhabi,Mussafah 11,Abu Dhabi,UAE,Hammad Stainless Steel and Brass Decoration,,,1273,,https://uae.arablocal.com/business/view/hammad-stainless-steel-and-brass-decoration,,,,,
business-b2b,Ittrading Inc,+971 65571509,,,,Area :,Airport International Free Zone,Sharjah,UAE,"I.t.trading Inc. is located in Sharjah, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,764,,https://uae.arablocal.com/business/view/ittrading-inc,,,,,
dealers%2C-distributors-%26-manufacturers,Dream Star Trading Llc,+971 2257343,,,,Box No. 64540,Dubai Others,Dubai,UAE,"DREAM STAR TRADING LLC is located in Dubai, UAE. Company is working in Trading, Blankets, Towels, Linens Trading, Gifts, Jewellery, Imitation Jewellery, Handbags & Leather Products business activities. If you have any questions, please contact us",,,684,,https://uae.arablocal.com/business/view/dream-star-trading--llc,,,,,
business-b2b,Al Buraq International Fze,+971 42045265,,,,Airport Free Zone (DAFZA),Dubai Aiport Free zone,Dubai,UAE,"Al Buraq International Fze is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,764,,https://uae.arablocal.com/business/view/al-buraq-international-fze,,,,,
construction,Gypsum Ceiling Work Company Dubai Sharjah 050-1632258,+971 501632258,,,technicalcontractor3@gmail.com,Emirates road Sharjah,Al Sajaa Industrial Area,Sharjah,UAE,"CALL WHATSAPP/050-1632258 ARE YOU LOOKING FOR GYPSUM CEILING WORK COMPANY IN DUBAI SHARJAH AJMAN UAE CALL WHATSAPP/0501632258 WE ARE A PROFESSIONAL PROVIDE SERVICES SUPPLY WITH FIXING, GYPSUM BOARD CEILING WORK INSTALING, GYPSUM CEILING WORK SERVICES, FALSE CEILING WORK SERVICES, ALUMINIUM CEILING TILES WORK SERVICES, CEILING TILES INSTALING WORK SERVICES, GYPSUM WALL PARTITIONS INSTALING WORK SERVICES, CEILICATE CEMENT BOARD PARTITION WORK SERVICES, BLOCK WALL PARTITIONS WORK SERVICES, GLASS...",http://www.izhartechnical.com,,1257,06562258,https://uae.arablocal.com/business/view/gypsum-ceiling-work-company-dubai-sharjah-uae,https://www.facebook.com/gypsumceilingcompanydubai,,,,
industrial,Al Seqour Al Arbaa Trading LLC,+971 65332878,,,,Sharjah,Industrial Area 4,Sharjah,UAE,Al Seqour Al Arbaa Trading LLC,,,1272,,https://uae.arablocal.com/business/view/al-seqour-al-arbaa-trading-llc,,,,,
construction,Emirates Post Tension LLC Dubai,+971 42392780,,,,"3rd Floor, Ahmed Abdulla Building, Office # 335, Al Qusais Ind. Second,",Al Qusais,Dubai,UAE,Emirates Post Tension LLC Dubai,,,1254,,https://uae.arablocal.com/business/view/emirates-post-tension-llc-dubai,,,,,
industrial,Canadian Cartons Industry LLC,+971 72589282,,,,"Al Ghayl Industrial Park,",Al Ghayl,Ras Al Khaimah,UAE,Canadian Cartons Industry LLC,,,1271,,https://uae.arablocal.com/business/view/canadian-cartons-industry-llc,,,,,
business-b2b,Arcan Project Management Services,+971 42827777,,,,Dubai,Garhoud,Dubai,UAE,Arcan Project Management Services,,,761,,https://uae.arablocal.com/business/view/arcan-project-management-services,,,,,
industrial,Ahmed Abu Ghazaleh and Sons Co Ltd,+971 65432435,,,,Sharjah,Industrial Area 5,Sharjah,UAE,Ahmed Abu Ghazaleh and Sons Co Ltd,,,1270,,https://uae.arablocal.com/business/view/ahmed-abu-ghazaleh-and-sons-co-ltd,,,,,
construction,Dubai Oasis Construction Est,+971 37219300,,,,Area :,Al Ain,Abu Dhabi,UAE,"Dubai Oasis Constraction Est is located in Al Ain, UAE. Company is working in Construction Services business activities.",,,1251,,https://uae.arablocal.com/business/view/dubai-oasis-construction-est,,,,,
dealers%2C-distributors-%26-manufacturers,Al Bustan Trading LLC,+971 42263641,+971 3939769,,,Area :,Dubai Others,Dubai,UAE,"AL BUSTAN TRADING LLC is located in Dubai, UAE. Company is working in Beauty Products, Cosmetics, Clothing and Accessories, Shoes, Textile business activities.",,,683,,https://uae.arablocal.com/business/view/al-bustan-trading-llc,,,,,
business-b2b,Bakali General Trading LLC,+971 42416183,,,,1609 CLOVERBAY TOWER BUSINESSBAY,Dubai Others,Dubai,UAE,"WE ARE IMPORTER & EXPORTER OF SURGICAL instrument ,DENTAL ,KITCHEN equipment AND SOLAR ENERGY from 2011.",,,757,,https://uae.arablocal.com/business/view/bakali-general-trading-llc,,,,,
business-b2b,Ayyildiz General Trading LLC,+971 2734139,,,,Box No. 39455,Industrial Area 7,Sharjah,UAE,"AYYILDIZ GENERAL TRADING L.L.C is located in Dubai, UAE. Company is working in Trading business activities.",,,760,,https://uae.arablocal.com/business/view/ayyildiz-general-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Adhwa Al Aqsa Engineering Turning,+971 65420668,,,,Sharjah,Industrial Area 6,Sharjah,UAE,Adhwa Al Aqsa Engineering Turning,,,683,,https://uae.arablocal.com/business/view/adhwa-al-aqsa-engineering-turning,,,,,
business-b2b,Turner Construction - International LLC Al Hisn Abu Dhabi,+971 26500888,,,,"8th Floor, Shaheen Tower, Office # 801, Salam Street,",Al Hisn,Abu Dhabi,UAE,Turner Construction - International LLC Al Hisn Abu Dhabi,http://www.turnerconstruction.com/international,,758,,https://uae.arablocal.com/business/view/turner-construction-international-llc-al-hisn-abu-dhabi,,,,,
industrial,Istanbul Aluminium Steel and Scrap Trading Co LLC,+971 65342067,,,,Sharjah,Industrial Area 10,Sharjah,UAE,Istanbul Aluminium Steel and Scrap Trading Co LLC,,,1268,,https://uae.arablocal.com/business/view/istanbul-aluminium-steel-and-scrap-trading-co-llc,,,,,
construction,EL Seif Engineering Contracting Co LTD Dubai,+971 43328081,,,,"Office # 402, 4th Floor, Al Safa Tower, Sheikh Zayed Road, Al Karama,",Bur Dubai,Dubai,UAE,EL Seif Engineering Contracting Co LTD Dubai,,,1247,,https://uae.arablocal.com/business/view/el-seif-engineering-contracting-co-ltd-dubai,,,,,
industrial,Acacia Trading Co LLC,+971 25552098,,,,Abu Dhabi,Mussafah 11,Abu Dhabi,UAE,Acacia Trading Co LLC,,,1267,,https://uae.arablocal.com/business/view/acacia-trading-co-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Al Daama Corporation LLC,+971 43199096,+971 505015626,,,"Floor # 41, Emirates Towers, Trade Center First,",Al Zaabeel,Dubai,UAE,Al Daama Corporation LLC,,,682,,https://uae.arablocal.com/business/view/al-daama-corporation-llc,,,,,
construction,Al Raied Adhesives Material Industry,+971 65424771,,,,Sharjah,Industrial Area 5,Sharjah,UAE,Al Raied Adhesives Material Industry,,,1247,,https://uae.arablocal.com/business/view/al-raied-adhesives-material-industry,,,,,
business-b2b,Ababeel Facilities Management LLC,+971 43961477,,,,"Ground Floor, Office # 4, Shaikh Hamdan Colony, Al Karama,",Bur Dubai,Dubai,UAE,Ababeel Facilities Management LLC,,,755,,https://uae.arablocal.com/business/view/ababeel-facilities-management-llc,,,,,
industrial,Union Iron and Steel Company LLC,+971 25822922,+971 506176826,,,Abu Dhabi,Jarn Yafour,Abu Dhabi,UAE,Union Iron and Steel Company LLC,,,1265,,https://uae.arablocal.com/business/view/union-iron-and-steel-company-llc,,,,,
industrial,Abdul Rahman Abdulla Mohd Al Jallaf,+971 42821118,,,,"Al Garhoud,",Al Garhoud,Dubai,UAE,Abdul Rahman Abdulla Mohd Al Jallaf,,,1262,,https://uae.arablocal.com/business/view/abdul-rahman-abdulla-mohd-al-jallaf,,,,,
dealers%2C-distributors-%26-manufacturers,Model Trading Br,+971 2256756,,,,Box No. 19386,Dubai Others,Dubai,UAE,"MODEL TRADING (BR) is located in Dubai, UAE. Company is working in Beauty Products, Cosmetics, Clothing and Accessories, Ladies Clothing, Shoes, Gifts, Jewellery, Imitation Jewellery, Kids, Baby Clothing, Handbags & Leather Products business activities.",,,679,,https://uae.arablocal.com/business/view/model-trading-br,,,,,
business-b2b,Aqua Marine General Trading LLC,+971 2282395,,,,Box No. 181995,Dubai Others,Dubai,UAE,"AQUA MARINE GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,750,,https://uae.arablocal.com/business/view/aqua-marine-general-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Depa Industrial Dig Llc,+971 8850191,,,,Box No. 6537,Dubai Others,Dubai,UAE,"DEPA INDUSTRIAL (DIG) L.L.C is located in Dubai, UAE. Company is working in Furniture, Metal Products, Wooden Products business activities. Visit our company website for more information about us : http://www.dpa.com",http://www.dpa.com,,678,,https://uae.arablocal.com/business/view/depa-industrial-dig--llc,,,,,
construction,Dar Al Zain General Transport and Construction,+971 25584773,+971 563166077,,,"1st Floor, Hilti Worth Showroom Building, Office # 2, Mussafah (M-14),",Musaffah,Abu Dhabi,UAE,Dar Al Zain General Transport and Construction,http://www.daralzainuae.com/,,1235,,https://uae.arablocal.com/business/view/dar-al-zain-general-transport-and-construction,,,,,
business-b2b,Alpha Vision General Trading LLC,+971 2828286,,,,Box No. 184943,Dubai Others,Dubai,UAE,"ALPHA VISION GENERAL TRADINGLLC is located in Dubai, UAE. Company is working in Trading business activities.",,,749,,https://uae.arablocal.com/business/view/alpha-vision-general-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Emirates Natural Drinking Water Co Dubai,+971 42228958,,,,Dubai,Al Quoz Industrial Area 2,Dubai,UAE,Emirates Natural Drinking Water Co Dubai,,,675,,https://uae.arablocal.com/business/view/emirates-natural-drinking-water-co-dubai,,,,,
business-b2b,Golden Arrow Foodstuff L L C,+971 5555432,,,,P.O Box 75203,Dubai Others,Dubai,UAE,"GOLDEN ARROW FOODSTUFF - L L C is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities. If you have any questions, please contact us",,,747,,https://uae.arablocal.com/business/view/golden-arrow-foodstuff--l-l-c,,,,,
construction,Advance Engineering Consultancy,+971 26316607,,,,Abu Dhabi,Al Danah,Abu Dhabi,UAE,Advance Engineering Consultancy,,,1229,,https://uae.arablocal.com/business/view/advance-engineering-consultancy,,,,,
industrial,DSS Steel FZE Dubai Branch,+971 43332637,,,,"Dubai Investment Park (DIP),",Jebel Ali,Dubai,UAE,DSS Steel FZE Dubai Branch,,,1261,,https://uae.arablocal.com/business/view/dss-steel-fze-dubai-branch,,,,,
dealers%2C-distributors-%26-manufacturers,Nasser Yousef Mohammed Trading Est,+971 42257409,,,,Box No. 3575,Dubai Others,Dubai,UAE,"NASSER YOUSEF MOHD TRADING EST. is located in Dubai, UAE. Company is working in Beauty Products, Cosmetics, Clothing and Accessories, Shoes business activities.",,,675,,https://uae.arablocal.com/business/view/nasser-yousef-mohammed-trading-est,,,,,
industrial,Guru Kripa Enterprises LLC,+971 43535136,,,,Dubai,Al Souk Al Kabeer,Dubai,UAE,Guru Kripa Enterprises LLC,,,1260,,https://uae.arablocal.com/business/view/guru-kripa-enterprises-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Al Naseeb Machine Spare Parts Manufacturing LLC,+971 67481662,,,,Ajman,Ajman Industrial 2,Ajman,UAE,Al Naseeb Machine Spare Parts Manufacturing LLC,,,675,,https://uae.arablocal.com/business/view/al-naseeb-machine-spare-parts-manufacturing-llc,,,,,
business-b2b,Abu Ali Fruits And Veg Co LLC,+971 25562327,,,,"Khalifa City - A, P.O. Box: 47243",Khalifa City A,Abu Dhabi,UAE,"Abu Ali Fruits & Veg. Co. LLC is located in Abu Dhabi, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,744,,https://uae.arablocal.com/business/view/abu-ali-fruits-and-veg-co-llc,,,,,
construction,Arak Engineering Consultancy L L C,+971 26811849,,,,Abu Dhabi,Dubai Others,Dubai,UAE,"Arak Engineering Consultancy - L L C is located in Abu Dhabi, UAE. Company is working in Architectural Services business activities. If you have any questions, please contact us",,,1225,,https://uae.arablocal.com/business/view/arak-engineering-consultancy-l-l-c,,,,,
industrial,Al Ghurair Iron and Steel LLC Abu Dhabi,+971 26593400,+971 502203291,,,"Plot # 11, 12 FR6, 7th Street, Industrial City Of Abu Dhabi (ICAD),",Musaffah,Abu Dhabi,UAE,Al Ghurair Iron and Steel LLC Abu Dhabi,http://agis.ae/,,1260,,https://uae.arablocal.com/business/view/al-ghurair-iron-and-steel-llc-abu-dhabi,,,,,
business-b2b,Alliance Business Centre Al Qusais 2 Dubai,+971 42611166,,,,Dubai,Al Qusais 2,Dubai,UAE,Alliance Business Centre Al Qusais 2 Dubai,,,744,,https://uae.arablocal.com/business/view/alliance-business-centre-al-qusais-2-dubai,,,,,
construction,Al Fahad Tiles and Mosaic Factory,+971 43470244,,,,"Ground Floor,",Al Quoz Industrial Area 1,Dubai,UAE,Al Fahad Tiles and Mosaic Factory,,,1225,,https://uae.arablocal.com/business/view/al-fahad-tiles-and-mosaic-factory,,,,,
dealers%2C-distributors-%26-manufacturers,Hamana Trading,+971 3538140,,,,Box No. 12635,Dubai Others,Dubai,UAE,"HAMANA TRADING is located in Dubai, UAE. Company is working in Trading, Blankets, Towels, Linens Trading, Beauty Products, Cosmetics, Clothing and Accessories, Shoes, Gifts, Jewellery, Imitation Jewellery, Handbags & Leather Products business activities.",,,674,,https://uae.arablocal.com/business/view/hamana-trading,,,,,
industrial,Abdul Aziz Abdul Rahman Saifaei Co,+971 43533608,,,,"Old Textile Market,",Bur Dubai,Dubai,UAE,Abdul Aziz Abdul Rahman Saifaei Co,,,1260,,https://uae.arablocal.com/business/view/abdul-aziz-abdul-rahman-saifaei-co,,,,,
dealers%2C-distributors-%26-manufacturers,Al Haseer Bags and Watches Trading,+971 65628249,,,,Sharjah,Al Ghuwair,Sharjah,UAE,Al Haseer Bags and Watches Trading,,,674,,https://uae.arablocal.com/business/view/al-haseer-bags-and-watches-trading,,,,,
business-b2b,Hotel Intercontinental Al Ain,+971 37686686,,,,"P.O.Box No.16031, Alain",Al Ain,Abu Dhabi,UAE,"HOTEL INTER-CONTINENTAL AL AIN is located in Al Ain, UAE. Company is working in Others business activities. If you have any questions, please contact us",,,743,,https://uae.arablocal.com/business/view/hotel-intercontinental-al-ain,,,,,
construction,Abbas Ibrahim Ahmed Contracting Est,+971 67465024,,,,Ajman,Al Nuaimia 1,Ajman,UAE,Abbas Ibrahim Ahmed Contracting Est,,,1208,,https://uae.arablocal.com/business/view/abbas-ibrahim-ahmed-contracting-est,,,,,
construction,Simplex Infrastructures Limited Abu Dhabi,+971 26280374,+971 566505372,,,"Mezzanine Floor, Building# 35, Asma Majid Al Futtaim Building, Office # M 1, Electra Street,",Al Danah,Abu Dhabi,UAE,Simplex Infrastructures Limited Abu Dhabi,,,1213,,https://uae.arablocal.com/business/view/simplex-infrastructures-limited-abu-dhabi,,,,,
industrial,Halwan Trailers Manufacturing,+971 43332477,,,,"Shed # DM-13, 613-17A Street,",Ras Al Khor,Dubai,UAE,Halwan Trailers Manufacturing,,,1258,,https://uae.arablocal.com/business/view/halwan-trailers-manufacturing,,,,,
business-b2b,Akash General Trading LLC,+971 2352182,,,,Box No. 3611,Dubai Others,Dubai,UAE,"AKASH GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,742,,https://uae.arablocal.com/business/view/akash-general-trading-llc,,,,,
industrial,Naser Mohsin Auto Spare Parts LLC M 9 Abu Dhabi,+971 25551333,,,,"Ground Floor, Naser Mohsin Building, Plot # 56, 15th Street, Mussafah (M-9),",Musaffah,Abu Dhabi,UAE,Naser Mohsin Auto Spare Parts LLC M 9 Abu Dhabi,,,1253,,https://uae.arablocal.com/business/view/naser-mohsin-auto-spare-parts-llc-m-9-abu-dhabi,,,,,
construction,Pasco Paving Stones Co LLC Grayyeh Abu Dhabi,+971 37838173,,,,"Grayyeh,",Grayyeh,Abu Dhabi,UAE,Pasco Paving Stones Co LLC Grayyeh Abu Dhabi,,,1205,,https://uae.arablocal.com/business/view/pasco-paving-stones-co-llc-grayyeh-abu-dhabi,,,,,
industrial,GK Wire Industries LLC,+971 72447970,,,,Ras Al Khaimah,Al Jazirah Al Hamra,Ras Al Khaimah,UAE,GK Wire Industries LLC,,,1249,,https://uae.arablocal.com/business/view/gk-wire-industries-llc,,,,,
industrial,Al Ghawi Fibreglass LLC,+971 67647260,+971 501762010,,,"Industrial Area,",Industrial Area,Umm Al Quwain,UAE,Al Ghawi Fibreglass LLC,,,1252,,https://uae.arablocal.com/business/view/al-ghawi-fibreglass-llc,,,,,
business-b2b,Al Gharafa Tailors,+971 67446034,,,,Karama,Al Karama,Ajman,UAE,"Al Gharafa Tailors is located in Ajman, UAE. Company is working in Professional Services, Tailors business activities.",,,741,,https://uae.arablocal.com/business/view/al-gharafa-tailors,,,,,
construction,Arabian German Co Ltd for Kerbstone Interlock and Precast Concrete,+971 65434112,,,,Sharjah,Industrial Area 6,Sharjah,UAE,Arabian German Co Ltd for Kerbstone Interlock and Precast Concrete,,,1204,,https://uae.arablocal.com/business/view/arabian-german-co-ltd-for-kerbstone-interlock-and-precast-concrete,,,,,
business-b2b,Pyrex,+971 048105517,,,,1,Duabi Investment Park 1,Dubai,UAE,"Pyrex kitchen-ware range includes glass bakeware, ceramic bakeware, metal bakeware and Top of stove items. Pyrex is reputed French brand, 100 years old and pioneer in glassware items. AkI Group is the official distributor for Pyrex in UAE. Contact for enquiries.",http://www.akigroup.com,,740,,https://uae.arablocal.com/business/view/pyrex,,,,,
construction,Abdulla Ahmad Al Moosa Arenco,+971 3370550,,,,Box No. 2622,Dubai Others,Dubai,UAE,"ABDULLA AHMAD AL MOOSA (ARENCO) is located in Dubai, UAE. Company is working in Engineering, Architectural Services business activities. If you have any questions, please contact us",,,1202,,https://uae.arablocal.com/business/view/abdulla-ahmad-al-moosa-arenco,,,,,
business-b2b,Accusafe Taxation Consultancy Services​,+971 507538978,,,vatconsultantdubai@gmail.com,Hamsah Building Mezzanine floor Office No 190 Al Karama - Dubai,Karama,Dubai,UAE,"Accusafe Taxation Consultancy is a leading provider of world-class Accounting & Taxation Consultancy services in the UAE. We are a team of qualified accountants and tax professionals who have deep knowledge of UAE’s rules and regulations and compliance obligations related to accounting and taxation. We serve businesses operating in the mainland, free zones, and offshore. Our packages are highly flexible, and our pricing is competitive. We strive to offer the best and most professional account...",http://vatconsultancydubai.com/,,738,,https://uae.arablocal.com/business/view/accusafe-taxation-consultancy-services,,,,,
construction,Safinat Al Bahar Building Materials LLC Al sabkha Deira,+971 42219335,,,,"Al Sabkha,",Deira,Dubai,UAE,Safinat Al Bahar Building Materials LLC Al sabkha Deira,,,1200,,https://uae.arablocal.com/business/view/safinat-al-bahar-building-materials-llc-al-sabkha-deira,,,,,
dealers%2C-distributors-%26-manufacturers,Penny Black,+971 43414254,,,,"Mall of the Emirates, Level G, Store 214,, Al a First",Sheikh Zayed Road,Dubai,UAE,"Penny Black Inc. Rubber Stamps, Rubber Stamp Sets, Stickers, Slapstick Cling, Background Papers, Card and Scrapbooking Ideas",http://www.pennyblackinc.com,,672,,https://uae.arablocal.com/business/view/penny-black,,,,,
industrial,Oasis Chemical Materials Trading Co LLC,+971 65590953,,,,"Ground Floor, Zahrat Al Majaz Building, Al Khan Street,",Al Majaz District,Sharjah,UAE,Oasis Chemical Materials Trading Co LLC,,,1248,,https://uae.arablocal.com/business/view/oasis-chemical-materials-trading-co-llc,,,,,
construction,Al Asal Marbles and Building Material Trading Co. LLC,+971 65345581,,,,"Ground Floor, Industrial Area 11,",Industrial Area,Sharjah,UAE,Al Asal Marbles and Building Material Trading Co. LLC,,,1202,,https://uae.arablocal.com/business/view/al-asal-marbles-and-building-material-trading-co-llc,,,,,
business-b2b,Green Dragon Trading Llc,+971 2295486,,,,P.O Box 1857,Dubai Others,Dubai,UAE,"GREEN DRAGON TRADING (L.L.C) is located in Dubai, UAE. Company is working in Trading, Blankets, Towels, Linens Trading business activities.",,,738,,https://uae.arablocal.com/business/view/green-dragon-trading-llc,,,,,
dealers%2C-distributors-%26-manufacturers,Pourgholam Trading Co Llc,,,,,P.O. Box: 41814,Dubai Others,Dubai,UAE,"POURGHOLAM TRADING CO (L.L.C) is located in Dubai, UAE. Company is working in Handbags & Leather Products business activities.",,,673,,https://uae.arablocal.com/business/view/pourgholam-trading-co-llc,,,,,
industrial,Mahindra Middle East Electrical Steel Service Centre FZE,+971 65573435,,,,"SAIF Zone,",Saif Zone,Sharjah,UAE,Mahindra Middle East Electrical Steel Service Centre FZE,,,1248,,https://uae.arablocal.com/business/view/mahindra-middle-east-electrical-steel-service-centre-fze,,,,,
dealers%2C-distributors-%26-manufacturers,H S K Trading Llc,+971 2266716,,,,Box No. 75467,Dubai Others,Dubai,UAE,"H S K TRADING LLC is located in Dubai, UAE. Company is working in Advertising, Newspaper Publishers, Trading, Agarwood & Incense Trading, Online Content, News, Beauty Products, Cosmetics, Clothing and Accessories, Shoes, Gifts, Jewellery, Imitation Jewellery, Handbags & Leather Products business activities.",,,672,,https://uae.arablocal.com/business/view/h-s-k-trading-llc,,,,,
construction,Frame Link Contracting L.L.C,+971 42654419,,,,"Dar Al Maha Building, 6 18 St,",Hor Al Anz East,Dubai,UAE,Frame Link Contracting L.L.C,,,1186,,https://uae.arablocal.com/business/view/frame-link-contracting-l-l-c,,,,,
dealers%2C-distributors-%26-manufacturers,Al Satwa Star Readymade Garments,+971 43447960,,,,Area :,Dubai Others,Dubai,UAE,"Al Satwa Star Readymade Garments is located in Dubai, UAE. Company is working in Clothing and Accessories business activities.",,,671,,https://uae.arablocal.com/business/view/al-satwa-star-readymade-garments,,,,,
business-b2b,Green Light Trading Company,+971 6671715,,,,P.O Box 31488,Dubai Others,Dubai,UAE,"GREEN LIGHT TRADING COMPANY is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,729,,https://uae.arablocal.com/business/view/green-light-trading-company,,,,,
