Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
Al Barjeel Technical Services LLC,+971 42672941,,,,"Ground Floor, Al Qusais Ind. Third,",Al Qusais,Dubai,UAE,Al Barjeel Technical Services LLC,,1145,,https://uae.arablocal.com/business/view/al-barjeel-technical-services-llc,,,,,
Al Halabi Tanks Factory LLC,+971 65435354,+971 501871827,,,"Fourth Industrial Street,",Industrial Area 11,Sharjah,UAE,Al Halabi Tanks Factory LLC,,1143,,https://uae.arablocal.com/business/view/al-halabi-tanks-factory-llc,,,,,
Al Badia Tents and Tarpaulin Store,+971 37217289,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Badia Tents and Tarpaulin Store,,1142,,https://uae.arablocal.com/business/view/al-badia-tents-and-tarpaulin-store,,,,,
Hamza Plastic Pipe Manufacturing Factory LLC,+971 67486592,+971 553641212,,,"New Industrial Area,",New Industrial Area,Ajman,UAE,Hamza Plastic Pipe Manufacturing Factory LLC,,1141,,https://uae.arablocal.com/business/view/hamza-plastic-pipe-manufacturing-factory-llc,,,,,
Abdul Wahed Bin Shabib Industries,+971 43391173,,,,Dubai,Al Quoz 3,Dubai,UAE,Abdul Wahed Bin Shabib Industries,,1136,,https://uae.arablocal.com/business/view/abdul-wahed-bin-shabib-industries,,,,,
Emadi Glass Factory,+971 67439325,,,,Ajman,Ajman Industrial 2,Ajman,UAE,Emadi Glass Factory,,1135,,https://uae.arablocal.com/business/view/emadi-glass-factory,,,,,
Fabriclore,+971 3966352,,,,"near Burjuman Centre,Office 905, Grosvenor Business Tower",Burjuman Centre,Dubai,UAE,,,1130,,https://uae.arablocal.com/business/view/fabriclore,,,,,
Al Jassim Aluminium and Carpentry LLC,+971 92239148,,,,"Plot# 1, Building Block L,",Al Hail Industrial Area,Fujairah,UAE,Al Jassim Aluminium and Carpentry LLC,,1130,,https://uae.arablocal.com/business/view/al-jassim-aluminium-and-carpentry-llc,,,,,
Al Marwah Tanks Trading LLC,+971 42862720,,,,Dubai,Umm Ramool,Dubai,UAE,Al Marwah Tanks Trading LLC,,1128,,https://uae.arablocal.com/business/view/al-marwah-tanks-trading-llc,,,,,
Gulfco - Gulf Engineering Heavy Vehicle Body Manufacturing Factory LLC - Qamar,+971 37224433,,,,"Sanaiya,",Sanaiya,Abu Dhabi,UAE,Gulfco - Gulf Engineering Heavy Vehicle Body Manufacturing Factory LLC - Qamar,,1127,,https://uae.arablocal.com/business/view/gulfco-gulf-engineering-heavy-vehicle-body-manufacturing-factory-llc-qamar,,,,,
A R Samy Technical Services LLC,+971 42343417,,,,"First Floor, Abdullah Building, Office # 108, Al Murar,",Deira,Dubai,UAE,A R Samy Technical Services LLC,,1123,,https://uae.arablocal.com/business/view/a-r-samy-technical-services-llc,,,,,
Grey Wolf Oilfield Services Limited DMCC,+971 43762600,,,,"Reef Tower, Unit # 1201,",Jumeirah Lakes towers,Dubai,UAE,Grey Wolf Oilfield Services Limited DMCC,,1122,,https://uae.arablocal.com/business/view/grey-wolf-oilfield-services-limited-dmcc,,,,,
Baniyas Concrete Products LLC,+971 25513300,,,,Abu Dhabi,Mussafah MW 5,Abu Dhabi,UAE,Baniyas Concrete Products LLC,,1121,,https://uae.arablocal.com/business/view/baniyas-concrete-products-llc,,,,,
Al Awazi Store,+971 72333752,,,,Ras Al Khaimah,The Old Market,Ras Al Khaimah,UAE,Al Awazi Store,,1121,,https://uae.arablocal.com/business/view/al-awazi-store,,,,,
Agricultural Materials Co Dubai,+971 42679209,,,,Dubai,Dubai Investment Park,Dubai,UAE,Agricultural Materials Co Dubai,,1118,,https://uae.arablocal.com/business/view/agricultural-materials-co-dubai,,,,,
RAK Petropack LLC,+971 72226008,,,,Ras Al Khaimah,Al Uraibi,Ras Al Khaimah,UAE,RAK Petropack LLC,,1117,,https://uae.arablocal.com/business/view/rak-petropack-llc,,,,,
Al Jarah Industries Equipments and Machineries Trading,+971 67429930,,,,Sharjah,Al Bustan,Ajman,UAE,Al Jarah Industries Equipments and Machineries Trading,,1114,,https://uae.arablocal.com/business/view/al-jarah-industries-equipments-and-machineries-trading,,,,,
Al Khaleej Tyre Retreading Factory LLC,+971 65344044,,,,Sharjah,Industrial Area 11,Sharjah,UAE,Al Khaleej Tyre Retreading Factory LLC,,1113,,https://uae.arablocal.com/business/view/al-khaleej-tyre-retreading-factory-llc,,,,,
Blue Line Steel Construction and Tube Mill Factory,+971 37847511,,,,"Sanaiya,",Sanaiya,Abu Dhabi,UAE,Blue Line Steel Construction and Tube Mill Factory,,1112,,https://uae.arablocal.com/business/view/blue-line-steel-construction-and-tube-mill-factory,,,,,
Al Aseel Kitchen Equipment Tr LLC,+971 65338687,,,,"Ground Floor, Rafeeq Building, Office # 7, Industrial Area 13,",Industrial Area,Sharjah,UAE,Al Aseel Kitchen Equipment Tr LLC,,1110,,https://uae.arablocal.com/business/view/al-aseel-kitchen-equipment-tr-llc,,,,,
Tiger Steel Industries LLC,+971 65330775,,,,"Ground, Tiger Steel Building, Al Khan Industrial 2,",Industrial Area 2,Sharjah,UAE,Tiger Steel Industries LLC,,1101,,https://uae.arablocal.com/business/view/tiger-steel-industries-llc,,,,,
Dar Al Wafa Building Materials LLC,+971 43808557,+971 504577415,,,"Al Ghurair Complex, Warehouse #37,",Al Quoz,Dubai,UAE,Dar Al Wafa Building Materials LLC,,1101,,https://uae.arablocal.com/business/view/dar-al-wafa-building-materials-llc,,,,,
Al Bosna Trading Co LLC,+971 42267227,,,,Dubai,Al Sabkha,Dubai,UAE,Al Bosna Trading Co LLC,,1101,,https://uae.arablocal.com/business/view/al-bosna-trading-co-llc,,,,,
Crawford Door Middle East Sharjah,+971 65325668,,,,Sharjah,Industrial Area 4,Sharjah,UAE,Crawford Door Middle East Sharjah,,1098,,https://uae.arablocal.com/business/view/crawford-door-middle-east-sharjah,,,,,
Garnata Aluminium and Glass Co,+971 65584812,,,,Sharjah,Al Ghubaiba,Dubai,UAE,Garnata Aluminium and Glass Co,,1097,,https://uae.arablocal.com/business/view/garnata-aluminium-and-glass-co,,,,,
Al Tajir Glass Industries,+971 48801222,,,,"Jebel Ali,",Jebel Ali,Dubai,UAE,Al Tajir Glass Industries,,1097,,https://uae.arablocal.com/business/view/al-tajir-glass-industries,,,,,
Al Bahar Glass Coating LLC,+971 65351468,+971 503642369,,,"Industrial Area# 17,",Industrial Area 17,Sharjah,UAE,Al Bahar Glass Coating LLC,,1095,,https://uae.arablocal.com/business/view/al-bahar-glass-coating-llc,,,,,
Al Maidoor Metal Industries,+971 42617755,,,,"Ground Floor Damascus Street,",Al Qusais,Dubai,UAE,Al Maidoor Metal Industries,,1094,,https://uae.arablocal.com/business/view/al-maidoor-metal-industries,,,,,
Afriglobal Commodities DMCC,+971 44484258,,,,"Office # 905, 9th Floor, Jumeirah Business Centre 2,",Jumeirah Lakes towers,Dubai,UAE,Afriglobal Commodities DMCC,,1094,,https://uae.arablocal.com/business/view/afriglobal-commodities-dmcc,,,,,
Sheikha Textiles LLC Abu Dhabi,+971 26219599,,,,Abu Dhabi,Madinat Zayed,Abu Dhabi,UAE,Sheikha Textiles LLC Abu Dhabi,,1093,,https://uae.arablocal.com/business/view/sheikha-textiles-llc-abu-dhabi,,,,,
Clean Water Filter Trading,+971 24419282,,,,"7th Floor, Al Falah Tower, Office # 702, Muroor Road,",Al Dhafarh,Abu Dhabi,UAE,Clean Water Filter Trading,,1088,,https://uae.arablocal.com/business/view/clean-water-filter-trading,,,,,
Al Majal Company LLC,+971 43375135,,,,"Ground Floor, Arenco Bldg, Al Karama,",Bur Dubai,Dubai,UAE,Al Majal Company LLC,,1086,,https://uae.arablocal.com/business/view/al-majal-company-llc,,,,,
ABC International Ltd Jebel Ali Dubai,+971 48818533,,,,"Ground Floor, Building # MOD - 2 -48, Between Round About 6 & Raound About 7, Jebel Ali,",Jebel Ali,Dubai,UAE,ABC International Ltd Jebel Ali Dubai,,1088,,https://uae.arablocal.com/business/view/abc-international-ltd-jebel-ali-dubai,,,,,
Newmatic Laundry Equipment Supplier,+971 48870502,,,,"Jebel Ali,",Jebel Ali,Dubai,UAE,Newmatic Laundry Equipment Supplier,,1084,,https://uae.arablocal.com/business/view/newmatic-laundry-equipment-supplier,,,,,
Al Guthmi Trading Dubai,+971 42237876,,,,"Ground Floor,",Naif,Dubai,UAE,Al Guthmi Trading Dubai,,1083,,https://uae.arablocal.com/business/view/al-guthmi-trading-dubai,,,,,
Al Yahaar Steel Workshop,+971 37826280,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Yahaar Steel Workshop,,1081,,https://uae.arablocal.com/business/view/al-yahaar-steel-workshop,,,,,
Abdul Mannan Aluminium and Glass Works Est,+971 37217724,,,,"Ground Floor,",Sanaiya,Abu Dhabi,UAE,Abdul Mannan Aluminium and Glass Works Est,,1073,,https://uae.arablocal.com/business/view/abdul-mannan-aluminium-and-glass-works-est,,,,,
Al Nimer Plastic Factory LLC,+971 65437885,,,,Sharjah,Industrial Area 6,Sharjah,UAE,Al Nimer Plastic Factory LLC,,1074,,https://uae.arablocal.com/business/view/al-nimer-plastic-factory-llc,,,,,
Desert King Heavy Eqpt Rental LLC,+971 42679157,,,,Dubai,Al Qusais Industrial Area 2,Dubai,UAE,Desert King Heavy Eqpt Rental LLC,,1072,,https://uae.arablocal.com/business/view/desert-king-heavy-eqpt-rental-llc,,,,,
Al Murtaza Glass and Aluminium Co LLC,+971 42676452,,,,"Plot #242-329 Warehouse #4, Doha Al Qusais Ind,",Al Qusais Industrial Area 3,Dubai,UAE,Al Murtaza Glass and Aluminium Co LLC,,1072,,https://uae.arablocal.com/business/view/al-murtaza-glass-and-aluminium-co-llc,,,,,
Al Baddad International Industrial Area 7 Sharjah,+971 66425757,,,,Sharjah,Industrial Area 7,Sharjah,UAE,Al Baddad International Industrial Area 7 Sharjah,,1072,,https://uae.arablocal.com/business/view/al-baddad-international-industrial-area-7-sharjah,,,,,
Al Badar Tents Making and Exhibition System,+971 67672141,,,,"Ground Floor,",Industrial Area,Umm Al Quwain,UAE,Al Badar Tents Making and Exhibition System,,1072,,https://uae.arablocal.com/business/view/al-badar-tents-making-and-exhibition-system,,,,,
Al Afeef Kitchens and Ind Marbles,+971 65344487,,,,"10, G Industrial 11,",Industrial Area 11,Sharjah,UAE,Al Afeef Kitchens and Ind Marbles,,1071,,https://uae.arablocal.com/business/view/al-afeef-kitchens-and-ind-marbles,,,,,
Abu Dhabi National Scaffolding Factory,+971 25543003,,,,"Ground Floor, Mussafah (M-11),",Musaffah,Abu Dhabi,UAE,Abu Dhabi National Scaffolding Factory,,1071,,https://uae.arablocal.com/business/view/abu-dhabi-national-scaffolding-factory,,,,,
National Plastic and Building Material Industries LLC,+971 65331830,,,,Sharjah,Industrial Area 1,Sharjah,UAE,National Plastic and Building Material Industries LLC,,1070,,https://uae.arablocal.com/business/view/national-plastic-and-building-material-industries-llc,,,,,
Tenaris Global Services,+971 44271800,,,,"25th Floor, Tower A Business Towers, Suites 2501-2505,",Al Safouh 2,Dubai,UAE,Tenaris Global Services,,1069,,https://uae.arablocal.com/business/view/tenaris-global-services,,,,,
Al Khaleej Tents Abu Dhabi,+971 37515400,,,,"Mezzanine Floor1, Al Khaleej, Khalifa Street,",Central District,Abu Dhabi,UAE,Al Khaleej Tents Abu Dhabi,,1069,,https://uae.arablocal.com/business/view/al-khaleej-tents-abu-dhabi,,,,,
Al Razana Kitchen Equipment Trading LLC Sharjah,+971 65599840,,,,"Jamal Abdul Nasser Street,",Al Majaz District,Sharjah,UAE,Al Razana Kitchen Equipment Trading LLC Sharjah,,1066,,https://uae.arablocal.com/business/view/al-razana-kitchen-equipment-trading-llc-sharjah,,,,,
Accumech CNC Machine,+971 48842280,,,,"Jebel Ali Industrial Area,",Jebel Ali Industrial Area,Dubai,UAE,Accumech CNC Machine,,1066,,https://uae.arablocal.com/business/view/accumech-cnc-machine,,,,,
Al Ahlia Gulf Line General Trading Co Pvt Ltd Sharjah,+971 65352122,,,,Sharjah,Industrial Area 11,Sharjah,UAE,Al Ahlia Gulf Line General Trading Co Pvt Ltd Sharjah,,1061,,https://uae.arablocal.com/business/view/al-ahlia-gulf-line-general-trading-co-pvt-ltd-sharjah,,,,,
Al Ahmadi Steel Trading LLC,+971 65350830,,,,"Industrial 10,",Industrial Area 3,Sharjah,UAE,Al Ahmadi Steel Trading LLC,,1060,,https://uae.arablocal.com/business/view/al-ahmadi-steel-trading-llc,,,,,
Golden Metal Can Industries LLC,+971 67431745,+971 504339803,,,"Baldiya Round About,",New Industrial Area,Ajman,UAE,Golden Metal Can Industries LLC,,1054,,https://uae.arablocal.com/business/view/golden-metal-can-industries-llc,,,,,
National Refreshments Co LLC Seven-Up Canada Dry and Crush Orange,+971 43382100,,,,"Al Quoz 1,",Al Quoz 1,Dubai,UAE,National Refreshments Co LLC Seven-Up Canada Dry and Crush Orange,,1055,,https://uae.arablocal.com/business/view/national-refreshments-co-llc-seven-up-canada-dry-and-crush-orange,,,,,
Etihad Steel International FZCO,+971 44474190,,,,"11, Gosnevor, 1113,",TECOM,Dubai,UAE,Etihad Steel International FZCO,,1052,,https://uae.arablocal.com/business/view/etihad-steel-international-fzco,,,,,
Al Jaber Aluminium Extrusions LLC,+971 25553707,,,,"Abu Dhabi City,",Abu Dhabi City,Abu Dhabi,UAE,Al Jaber Aluminium Extrusions LLC,,1045,,https://uae.arablocal.com/business/view/al-jaber-aluminium-extrusions-llc,,,,,
Gorica Industries LLC,+971 48801880,,,,"Jebel Ali,",Jebel Ali,Dubai,UAE,Gorica Industries LLC,,1042,,https://uae.arablocal.com/business/view/gorica-industries-llc,,,,,
Al Mughrabi Scrap Trading Co LLC,+971 65338600,,,,Sharjah,Industrial Area 2,Sharjah,UAE,Al Mughrabi Scrap Trading Co LLC,,1042,,https://uae.arablocal.com/business/view/al-mughrabi-scrap-trading-co-llc,,,,,
Green Seal Insulation LLC,+971 67443655,,,,"B1, Falcon Tower, Ofice#1010,",Al Rashidiya,Dubai,UAE,Green Seal Insulation LLC,,1041,,https://uae.arablocal.com/business/view/green-seal-insulation-llc,,,,,
Can Pack Middle East LLC,+971 48850447,,,,"Dubai Investment Park (DIP) First,",Jebel Ali,Dubai,UAE,Can Pack Middle East LLC,,1041,,https://uae.arablocal.com/business/view/can-pack-middle-east-llc,,,,,
Kitchen Solutions LLC,+971 42978715,,,,"Plot # 128/168, Warehouse # 4, Al Khabaisi,",Deira,Dubai,UAE,Kitchen Solutions LLC,,1039,,https://uae.arablocal.com/business/view/kitchen-solutions-llc,,,,,
August International FZE,+971 67474345,,,,"Ajman Free Zone,",Ajman Free Zone,Ajman,UAE,August International FZE,,1039,,https://uae.arablocal.com/business/view/august-international-fze,,,,,
Marino Kitchen Equiment LLC,+971 42398866,,,,"Naif Road,",Deira,Dubai,UAE,Marino Kitchen Equiment LLC,,1037,,https://uae.arablocal.com/business/view/marino-kitchen-equiment-llc,,,,,
Enval Middle East Trading LLC,+971 42984141,,,,"Major Jassim Bannai, Shop-3, Amman,Al Nahda 1, Qusais,",Al Twar 1,Dubai,UAE,Enval Middle East Trading LLC,,1035,,https://uae.arablocal.com/business/view/enval-middle-east-trading-llc,,,,,
Kitchen House Al Danah Abu Dhabi,+971 24913419,,,,"7th Floor, Al Falah Tower, Office # 701/703, Muroor Road,",Al Danah,Abu Dhabi,UAE,Kitchen House Al Danah Abu Dhabi,,1030,,https://uae.arablocal.com/business/view/kitchen-house-al-danah-abu-dhabi,,,,,
Al Hadaf Aluminium and Glass Trading and Works Co LLC,+971 67435690,,,,Sharjah,Ajman Industrial 2,Ajman,UAE,Al Hadaf Aluminium and Glass Trading and Works Co LLC,,1033,,https://uae.arablocal.com/business/view/al-hadaf-aluminium-and-glass-trading-and-works-co-llc,,,,,
Shaheen Supermarket,+971 25554581,,,,Abu Dhabi,Mussafah 6,Abu Dhabi,UAE,Shaheen Supermarket,,1030,,https://uae.arablocal.com/business/view/shaheen-supermarket,,,,,
Weir Solutions FZE,+971 48837500,,,,Dubai,Jebel Ali Free Zone Extension,Dubai,UAE,Weir Solutions FZE,,1030,,https://uae.arablocal.com/business/view/weir-solutions-fze,,,,,
ASF Steel Fabrication LLC,+971 43400737,,,,"Building #S-2, 22nd Street,",Al Quoz 3,Dubai,UAE,ASF Steel Fabrication LLC,,1030,,https://uae.arablocal.com/business/view/asf-steel-fabrication-llc,,,,,
Gulf Rope and Plastic Products LLC Sajaa Industrial Area Sharjah,+971 65347926,,,,"Dhaid Road,",Saja'a Industrial,Sharjah,UAE,Gulf Rope and Plastic Products LLC Sajaa Industrial Area Sharjah,,1028,,https://uae.arablocal.com/business/view/gulf-rope-and-plastic-products-llc-sajaa-industrial-area-sharjah,,,,,
Union Boat Factory,+971 65331525,,,,Sharjah,Al Majaz,Sharjah,UAE,Union Boat Factory,,1022,,https://uae.arablocal.com/business/view/union-boat-factory,,,,,
Burjuman Fiberglass Industry LLC,+971 65385631,,,,Sharjah,Industrial Area 12,Sharjah,UAE,Burjuman Fiberglass Industry LLC,,1021,,https://uae.arablocal.com/business/view/burjuman-fiberglass-industry-llc,,,,,
Al Afeef Kitchen Accessories Trading Co LLC,+971 65337464,,,,Sharjah,Industrial Area 4,Sharjah,UAE,Al Afeef Kitchen Accessories Trading Co LLC,,1020,,https://uae.arablocal.com/business/view/al-afeef-kitchen-accessories-trading-co-llc,,,,,
Future Energy Water Tank Ind.Co LLC,+971 65311251,,,,"Emirates Road,",Saja'a Industrial,Sharjah,UAE,Future Energy Water Tank Ind.Co LLC,,1021,,https://uae.arablocal.com/business/view/future-energy-water-tank-ind-co-llc,,,,,
Al Ghaith Fiberglass Products Industry LLC,+971 67660015,,,,Ajman,Al Jerf Industrial 1,Ajman,UAE,Al Ghaith Fiberglass Products Industry LLC,,1012,,https://uae.arablocal.com/business/view/al-ghaith-fiberglass-products-industry-llc,,,,,
Coca-Cola Al Ahlia - Gulf Line G T C Dubai,+971 42894888,,,,"Dubai Festival City,",Dubai Festival city,Dubai,UAE,Coca-Cola Al Ahlia - Gulf Line G T C Dubai,,1010,,https://uae.arablocal.com/business/view/coca-cola-al-ahlia-gulf-line-g-t-c-dubai,,,,,
Al Sharqia Gypsum and Ceramic Factory,+971 37213433,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Sharqia Gypsum and Ceramic Factory,,2290,,https://uae.arablocal.com/business/view/al-sharqia-gypsum-and-ceramic-factory,,,,,
Al Ain Glass and Mirrors Factory,+971 67432179,,,,Ajman,Ajman Industrial 2,Ajman,UAE,Al Ain Glass and Mirrors Factory,,2112,,https://uae.arablocal.com/business/view/al-ain-glass-and-mirrors-factory,,,,,
Arabian Extrusions Factory,+971 67646152,+971 504826160,,,"Block #05, Arabian Extr Fact, Umm Al Thoube,",Emirates Modern Industrial Area,Umm Al Quwain,UAE,Arabian Extrusions Factory,http://www.arabianextrusion.com/,3147,,https://uae.arablocal.com/business/view/arabian-extrusions-factory,,,,,
Al Zayat Carton Production Factory LLC,+971 65360055,,,,"Ground Floor, Sajaa Industrial Area,",Saja'a Industrial,Sharjah,UAE,Al Zayat Carton Production Factory LLC,http://www.zayatpkg.onuae.net/,2664,,https://uae.arablocal.com/business/view/al-zayat-carton-production-factory-llc,,,,,
Union Fiber Glass Factory LLC Jebel Ali Dubai,+971 45515847,+971 505354957,,,"4th Floor, Ibn Batuta Building, Office # 403/C,",Jebel Ali,Dubai,UAE,Union Fiber Glass Factory LLC Jebel Ali Dubai,http://www.unionfibreglass.com/,2583,,https://uae.arablocal.com/business/view/union-fiber-glass-factory-llc-jebel-ali-dubai,,,,,
Blue Sea Metal Scrap Trading LLC Sharjah,+971 65310629,,,,"Ground Floor, Al Dhaid Road,",Saja'a Industrial,Sharjah,UAE,Blue Sea Metal Scrap Trading LLC Sharjah,http://www.blueseametal.com/,2296,,https://uae.arablocal.com/business/view/blue-sea-metal-scrap-trading-llc-sharjah,,,,,
Professional Laundry Equipment Trading PLET Al rashidiya Dubai,+971 46085578,+971 504503667,,,"Professional Laundry Building, Street # 32-A, Umm Ramool,",Al Rashidiya,Dubai,UAE,Professional Laundry Equipment Trading PLET Al rashidiya Dubai,http://alhathboor.com/,2232,,https://uae.arablocal.com/business/view/professional-laundry-equipment-trading-plet-al-rashidiya-dubai,,,,,
Ibn Al Haj Chemicals,+971 43426464,,,,"Plot # TP 040316,",Dubai World Central,Dubai,UAE,Ibn Al Haj Chemicals,http://www.iahchemicals.com/,2156,,https://uae.arablocal.com/business/view/ibn-al-haj-chemicals,,,,,
Al Mawsim Tents Industries LLC,+971 65319983,,,,"Ground Floor, Al Mawasim Tents Building, Office # 1, Al Ittihad Road,",Industrial Area # 7,Sharjah,UAE,Al Mawsim Tents Industries LLC,http://www.almawsimtents.com/,1985,,https://uae.arablocal.com/business/view/al-mawsim-tents-industries-llc,,,,,
Al Sindbad Insulation Materials and Al Reem Building Materials,+971 65345994,,,,"Sindbad group building,",Saja'a Industrial,Sharjah,UAE,Al Sindbad Insulation Materials and Al Reem Building Materials,http://www.alsindbadgroup.com/,1812,,https://uae.arablocal.com/business/view/al-sindbad-insulation-materials-and-al-reem-building-materials,,,,,
Campro Technical Services LLC,+971 42678731,,,,Box No. 31920,Dubai Silicon Oasis,Dubai,UAE,"CAMPRO TECHNICAL SERVICES LLC is located in Dubai, UAE. Company is working in Metal Products, Contractors business activities.",http://www.carcility.com/,1794,,https://uae.arablocal.com/business/view/campro-technical-services-llc,,,,,
Teka Kuchentechnik UAE LLC Al Garhoud Dubai,+971 42833047,,,,"Mezzanine Floor, Bin Khadia Building, Office # M3, Sheikh Rashid Road,",Al Garhoud,Dubai,UAE,Teka Kuchentechnik UAE LLC Al Garhoud Dubai,http://teka.com/pl-pl/,1629,,https://uae.arablocal.com/business/view/teka-kuchentechnik-uae-llc-al-garhoud-dubai,,,,,
Fashion Studio Llc,+971 2821515,,,,Box No. 28091,Dubai Others,Dubai,UAE,"FASHION STUDIO LLC is located in Dubai, UAE. Company is working in Beauty Products, Cosmetics, Clothing and Accessories, Gifts, Jewellery, Imitation Jewellery, Textile, Handbags & Leather Products business activities. Visit our company website for more information about us : http://www.sharafretail.com",http://www.sharafretail.com,1612,,https://uae.arablocal.com/business/view/fashion-studio--llc,,,,,
Al Huraiz Packaging Industry,+971 48841999,,,,Dubai,Dubai Investment Park - 2,Dubai,UAE,Al Huraiz Packaging Industry,http://www.alhuraizpackaging.ae/,1313,,https://uae.arablocal.com/business/view/al-huraiz-packaging-industry,,,,,
Al Ghurair Iron and Steel LLC Abu Dhabi,+971 26593400,+971 502203291,,,"Plot # 11, 12 FR6, 7th Street, Industrial City Of Abu Dhabi (ICAD),",Musaffah,Abu Dhabi,UAE,Al Ghurair Iron and Steel LLC Abu Dhabi,http://agis.ae/,1260,,https://uae.arablocal.com/business/view/al-ghurair-iron-and-steel-llc-abu-dhabi,,,,,
Al Sahab Services,+971 504710366,,,info@alsahabservices.com,Sinaeya,Al Ain,Abu Dhabi,UAE,"We have strategic relationships with companies in all fields such as building and construction, industrial, agriculture, maintenance work, fast moving products, electronics, hosting services, etc.We are pleased to provide you with your needs of resources and materials to support your business and achieve the best performance in the market, which also contributes to the continued provision of our distinguished services.Lanscaping Edge Lawn PVC Fittings Plastic HoseWaterproofing membranes",http://alsahabservices.com/,1195,,https://uae.arablocal.com/business/view/al-sahab-services,,,https://www.linkedin.com/company/69219150,,
Green Fields Drainage(GFD),+971 45520652,,,uae@saudicast.com,"Office 2301, Burlington Tower, Abraj Street",Business Bay,Dubai,UAE,"SaudiCast Green Fields Drainage(GFD) is a modern iron and steel foundry located in Riyadh, Saudi Arabia. SaudiCast pledges to follow the highest standards of design, development, and technology to produce quality castings, while protecting the environment, in and outside the work place. We manufacture according to the SASO, DCL & ISO quality management system, and according to Lloyd's manufacturing standards.Castings are supplied to local and regional markets, as well as to markets in Europe,...",http://www.saudicast.com/,1181,,https://uae.arablocal.com/business/view/green-fields-drainagegfd,,,https://www.linkedin.com/company/saudicast/,,https://www.youtube.com/channel/UCKtuH6wup00dnBKAwHgzPXQ
Al Awali Trading Co LLC Al Sabkha Rd,+971 2255851,,,,"near Miami Hotel,Al Sabkha Rd, Dubai",Al Sabkha,Dubai,UAE,,http://alawalifabrics.com/,1161,,https://uae.arablocal.com/business/view/al-awali-trading-co-llc-al-sabkha-rd,,,,,
Emirates Automatic Doors Est,+971 25548940,+971 505462050,,,"Ground Floor, Street # 15, Mussafah (M-10),",Musaffah,Abu Dhabi,UAE,Emirates Automatic Doors Est,http://www.emiratesdoors.com/cgi-sys/suspendedpage.cgi,1158,,https://uae.arablocal.com/business/view/emirates-automatic-doors-est,,,,,
Euroblast Middle East LLC,+971 506413802,,,info@euroblastme.com,"P.O Box 31230, Dubai, United Arab Emirates",Al Garhoud,Dubai,UAE,"Euroblast Middle East LLC is one of the largest and best Graco Supplier and Authorized Dealers in Dubai, UAE. We have a professional dedicated team having over 20 years of experience. We deliver the complete range of blast-cleaning abrasives such as Coal Slag, Copper Slag, garnet blasting, Wheel blast machine, Steel Grit, Autoblast machine, high-pressure water jetting equipment, Road Marking Paint, electric pressure washers, Plastic Media, and many more.",http://www.euroblastme.com/,1118,,https://uae.arablocal.com/business/view/euroblast-middle-east-llc,https://www.facebook.com/Euroblast-Middle-East-LLC-257541324445509/,,,,
R L G Retail Llc,+971 43304300,,,,"6th Floor, Emirates Towers, Near DIFC. Trade Centre R/A, , Al",Sheikh Zayed Road,Dubai,UAE,"Founded in 1847 in Paris, Cartier stands as one of the world’s most esteemed and respectful Maisons in the luxury goods industry. Today, the Maison is renowned worldwide for its high jewelry creations and watches, perfumes and prestige accessories - symbols of craftsmanship and elegance, quality and excellence. Founded in 1847 in Paris, Cartier stands as one of the world’s most esteemed and respectful Maisons in the luxury goods industry. Today, the Maison is renowned worldwide for its high j...",http://www.cartier.com,1110,,https://uae.arablocal.com/business/view/r-l-g-retail-llc,,,,,
Al Sifah Metal Scrap Tr LLC,+971 42580121,+971 554292589,,,"Floor #3, Al Nahda Building, Office #309, Al Nahda 2,",Al Qusais,Dubai,UAE,Al Sifah Metal Scrap Tr LLC,http://www.alsifah.com/,1104,,https://uae.arablocal.com/business/view/al-sifah-metal-scrap-tr-llc,,,,,
Al Madeena Al Thahbiah Metal Coating,+971 65311286,+971 507860882,,,"Near LuLu Exchange,",Saja'a Industrial,Sharjah,UAE,Al Madeena Al Thahbiah Metal Coating,http://www.almadeenametalcoating.com/,1054,,https://uae.arablocal.com/business/view/al-madeena-al-thahbiah-metal-coating,,,,,
Al Shafar National Metal Works L L C,+971 2673355,,,,Box No. 124428,Dubai Others,Dubai,UAE,"AL SHAFAR NATIONAL METAL WORKS (L. L. C) METALU is located in Dubai, UAE. Company is working in Metal Products business activities. Visit our company website for more information about us : http://www.matalu-ae.com",http://www.matalu-ae.com,1038,,https://uae.arablocal.com/business/view/al-shafar-national-metal-works-l-l-c,,,,,
Apex Trading Co Sharjah,+971 65536991,+971 506446673,,,"Industrial Area 1,",Industrial Area,Sharjah,UAE,Apex Trading Co Sharjah,http://apex.ae/,1024,,https://uae.arablocal.com/business/view/apex-trading-co-sharjah,,,,,
