Category,Name,Phone_1,Phone_2,Email,Location,Area,Governorate,Country,About,Website,Rating,Views,URL,Facebook,Instagram,Twitter,YouTube
food-b2b,LULU EXPRESS B RING ROAD,+974 77774426,+974 44252888,,"B-RING ROAD, BIN DIRHAM PLAZA, DOHA, QATAR",B-RING ROAD,DOHA,Qatar,LULU EXPRESS B RING ROAD,http://www.luluhypermarket.com/en-qa?fbclid=IwAR1HPxQMnz45kii5WJU-G6k4I7wXS49eL53TC0nChdHsNJ9J9Y2kJ4M1r_Y,,6501,https://qatar.arablocal.com/business/view/lulu-express-doha,https://www.facebook.com/LuLuHypermarket/?brand_redir=1467622770231238,https://www.instagram.com/luluhyperqa/,https://twitter.com/luluhyperQA,https://www.youtube.com/user/luluhypermarkets
food-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/saudia-hypermarket-al-shafi-new-rayyan,,,,
restaurants,Al Majles Resort Sealine Beach,+974 30080554,,,Unnamed Road,,,Qatar,Al Majles Resort Sealine Beach,http://www.almajlesresort.com,0,1924,https://qatar.arablocal.com/business/view/al-majles-resort-sealine-beach,,,,
logistics,Crown Movers Wll,+974 44621115,,,"4Th Flr, Abdulla Bin Thani Bldg - 5, Umm Ghuwalina P.O.Box 9434",4Th Flr,Abdulla Bin Thani Bldg - 5,Qatar,Crown Movers Wll,http://www.crownrelo.com,,2777,https://qatar.arablocal.com/business/view/crown-movers-wll,,,,
logistics,Alfa One Cargo Wll,+974 44325780,,,Gold Souq P.O.Box 32373,,,Qatar,Alfa One Cargo Wll,http://www.alfaonegroup.net,0,2881,https://qatar.arablocal.com/business/view/alfa-one-cargo-wll,,,,
contractors,Al Farhana Crane and Forklift Hire,+974 44419047,+974 44865164,,"2Nd Flr, Vodafone Bldg, Fathmiya Complex, Al Attiya Market, St 23, Ind Area P.O.Box 1868",2Nd Flr,St 23,Qatar,Al Farhana Crane and Forklift Hire,http://www.alfarhanest.net,,1689,https://qatar.arablocal.com/business/view/al-farhana-crane-and-forklift-hire,,,,
logistics,Almuftah Cargo and Logistics,+974 44111188,,,Al Sadd P.O.Box 875,,,Qatar,"Almuftah Cargo was founded in 2014 as a response to the increased demand in the logistics market of Qatar. We cater to a wide range of needs, from consumer cargo service to business requirements in a timely manner. We are able to deliver different logistical solutions for you, including for land, sea and air freight, as well as logistics solutions like clearance, delivery, warehousing, and projects cargo.We aim to provide you with a wide range of logistics solutions, whether the requirement i...",http://www.almuftahcargo.com,0,2428,https://qatar.arablocal.com/business/view/almuftah-cargo-and-logistics,,,,
contractors,J And P Labor Camp,,,,Ar-Rayyan,,,Qatar,J And P Labor Camp,,,1681,https://qatar.arablocal.com/business/view/j-and-p-labor-camp,,,,
restaurants,Galaxy Food Centre Wll,+974 44607333,+974 44352878,,"Gate 48, Industrial Area St P.O.Box 2878",Gate 48,,Qatar,GALAXY Trading & Contracting is one of the specialized companies in the field of private contracting and construction work for buildings (commercial & Residential) The most important characteristic of the company is the precision and speed in implementation so as to meet the needs and aspirations of our valued customers since the beginning of the implementation until the end. We are also keen on the evolution and diversity in all areas of contracting and construction to remain always in the f...,http://www.galaxyqatar.com,,1918,https://qatar.arablocal.com/business/view/galaxy-food-centre-wll,,,,
food-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-manhal-water-factory-co-ltd-wll,,,,
logistics,Budget Qatar Cargo WLL,+974 66461856,,,"Hiteen St, Doha, Qatar",Hiteen St,Doha,Qatar,Budget Qatar Cargo WLL,http://www.budgetcargo.net,,2414,https://qatar.arablocal.com/business/view/budget-qatar-cargo-wll,,,,
contractors,LENO TRADING and CONTRACTING COMPANY W L L,+974 44416934,,,"Yafa St, Doha , Qatar",Yafa St,Doha,Qatar,LENO TRADING and CONTRACTING COMPANY W L L,,0,1669,https://qatar.arablocal.com/business/view/leno-trading-and-contracting-company-w-l-l,,,,
logistics,Schenker Logistics WLL,+974 44995755,,,"Transworld Tower 2, Al Aaliya St, Doha, Qatar P.O.Box 21819",Transworld Tower 2,Doha,Qatar,Schenker Logistics WLL,http://www.dbschenker.com,0,2164,https://qatar.arablocal.com/business/view/schenker-logistics-wll,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-arabia-land-transporting-wll,,,,
restaurants,Al Nawras Hospitality Kitchen,+974 66104228,,,"Mesaimeer Rd, Doha",Mesaimeer Rd,,Qatar,Al Nawras Hospitality Kitchen,,,1901,https://qatar.arablocal.com/business/view/al-nawras-hospitality-kitchen,,,,
contractors,Exblowra Trdg and Contg Svcs Co,+974 44350154,+974 44418945,,"Ibn Mahmoud St, Doha, Qatar P.O.Box 12147",Ibn Mahmoud St,Doha,Qatar,Exblowra Trdg and Contg Svcs Co,,,1658,https://qatar.arablocal.com/business/view/exblowra-trdg-and-contg-svcs-co,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-muntazah-plaza-hotel,,,,
contractors,Al Khaleej Modern Lights Wll,+974 44413776,+974 44373604,alkhaleejmathew@hotmail.com,"P.O. Box: 10299, 1St Flr, Qpost Kgh Bldg, C Ring Rd",P.O. Box: 10299,Qpost Kgh Bldg,Qatar,Al Khaleej Modern Lights Wll,http://www.alkhaleejmodernlight.com,0,1656,https://qatar.arablocal.com/business/view/al-khaleej-modern-lights-wll,,,,
logistics,Al Sheikh Logistics and Heavy Equipment Rental Al Sheikh Transport and Cargo Svcs Wll,+974 919886644980,+974 40376076,,"C Ring Rd / St 48, St 52 Indl Area / C-27, 1St Flr Banaswadi Main Rd Kalyan Nagar, Bangalore P.O.Box 12715",C Ring Rd / St 48,1St Flr Banaswadi Main Rd Kalyan Nagar,Qatar,"The Firm of Al Sheikh Transport was founded in 2002 and ranks amongst the leading transport provider in Doha-Qatar. Since inception, the core business has been Logistics and Heavy Equipment Rental (ASLR) services.The Management of the group has always been under the personal care of its all its Directors, who enjoy an excellent rapport with the business community and Service Provider Industry as well as local authorities.",http://www.alsheikhlogistics.com ^ www.alsheikhtransport.com ^ www.dslineshipping.com,,2111,https://qatar.arablocal.com/business/view/al-sheikh-logistics-and-heavy-equipment-rental-al-sheikh-transport-and-cargo-svcs-wll,,,,
food-b2b,Fish Market Or Central Salal,+974 66338217,,,City :,,,Qatar,Fish Market Or Central Salal,,,5088,https://qatar.arablocal.com/business/view/fish-market-or-central-salal,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/almana-restaurants-and-food-co-wll-mcdonalds-qatar-al-ettihad-st-doha,,,,
food-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/jinan-factory-for-food-products-nutrobite-previously,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/aero-freight-company-ltd,,,,
contractors,Sun Tech Trading Co Wll,+974 44434601,+974 77714482,,Najma P.O.Box 33115 DOHA,,,Qatar,Sun Tech Trading Co Wll,http://www.suntechqatar.com,0,1650,https://qatar.arablocal.com/business/view/sun-tech-trading-co-wll,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/techso-engineering-wll,,,,
logistics,Aramex,+974 44200100,+974 44200111,,"Al Ali Bldg, Next To Q I C Bldg, Wholesale Market St P.O.Box 23151",Al Ali Bldg,Next To Q I C Bldg,Qatar,,http://www.aramex.com,,2021,https://qatar.arablocal.com/business/view/aramex,,,http://www.aramex.com,
food-b2b,RAFEEQ AL DARB TRADING SERVICES AND TRANSPORTATION,+974 44482000,,,"1st Floor, Qatar Handball Association Building Qatar Sports Club, Al Markhiya St, Doha",1st Floor,Al Markhiya St,Qatar,RAFEEQ AL DARB TRADING SERVICES AND TRANSPORTATION,http://www.gorafeeq.com,,4392,https://qatar.arablocal.com/business/view/rafeeq-al-darb-trading-services-and-transportation,,,,
logistics,Kgl Cargo Qatar Wll,+974 44550585,+974 44554707,infoqatar@kgllogistics.com,"P.O.Box 22419, Doha - Qatar",P.O.Box 22419,,Qatar,Kgl Cargo Qatar Wll,http://www.kgllogistics.com,0,1953,https://qatar.arablocal.com/business/view/kgl-cargo-qatar-wll,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/afran-al-rayyan,,,,
food-b2b,Al Wakra Fish Market,+974 66513750,,,Al Wakrah,,,Qatar,Al Wakra Fish Market,,,3990,https://qatar.arablocal.com/business/view/al-wakra-fish-market,,,,
contractors,Al Sabbah Trdg and Contg Co Wll,+974 44417547,+974 44355321,,"Nr Al Shaheen, Al Muntazah P.O.Box 17717",Nr Al Shaheen,,Qatar,Al Sabbah Trdg and Contg Co Wll,http://www.alsabbahqatar.com,,1588,https://qatar.arablocal.com/business/view/al-sabbah-trdg-and-contg-co-wll,,,,
contractors,Archirodon Construction Overseas Co S A,+974 44102111,,,"1St Flr, Al Seif Bldg No 263, C Ring Rd P.O.Box 22256",1St Flr,Al Seif Bldg No 263,Qatar,Archirodon Construction Overseas Co S A,http://www.archirodon.net,,1542,https://qatar.arablocal.com/business/view/archirodon-construction-overseas-co-s-a,,,,
logistics,Affinity Logistics Co Wll,+974 44677884,+974 44569911,,"Al Hail Bldg, Airport Rd P.O.Box 23608",Al Hail Bldg,,Qatar,Affinity Logistics Co Wll,http://www.affinitylog.com,,1886,https://qatar.arablocal.com/business/view/affinity-logistics-co-wll,,,,
logistics,Blooming Heights Llc,+974 44652086,,,"2Nd Flr, Al Ahli Bank, Nr Landmark Mall P.O.Box 23825",2Nd Flr,Al Ahli Bank,Qatar,"Blooming Heights L.L.C (BHL) is a trading, contracting and transport company that has been in Qatar since 2009. Blooming Heights is sister company to Redco Construct Pakistan Pvt. Ltd., which has been in the construction and trading business in Pakistan for over 25 years.",http://www.bhl.qa,,1950,https://qatar.arablocal.com/business/view/blooming-heights-llc,,,,
restaurants,Al Khayal Restaurant,+974 44310300,+974 44692469,,"Ibn Omran St, Doha, Qatar",Ibn Omran St,Doha,Qatar,Al Khayal Restaurant,,,1824,https://qatar.arablocal.com/business/view/al-khayal-restaurant,,,,
food-b2b,Lulu Center,+974 44324324,,,"AL RAYYAN ROAD, AL SADD 38 AD DAWHAH",AL RAYYAN ROAD,,Qatar,"LuLu Hypermarket, the retail division of the multidimensional and multinational LuLu Group International has always been known as a trend setter of the retail industry in the region. Today, LuLu symbolizes quality retailing with 192 stores and is immensely popular with the discerning shoppers across the Gulf region.With its pleasant and novel variation from the usual supermarkets, LuLu offers an ultra-modern shopping ambience by integrating all conceivable needs of the consumers under one roo...",http://www.luluhypermarket.com/en-qa?fbclid=IwAR1HPxQMnz45kii5WJU-G6k4I7wXS49eL53TC0nChdHsNJ9J9Y2kJ4M1r_Y,0,3887,https://qatar.arablocal.com/business/view/lulu-center,https://www.facebook.com/LuLuHypermarket/?brand_redir=1467622770231238,https://www.instagram.com/luluhyperqa/,https://twitter.com/luluhyperQA,https://www.youtube.com/user/luluhypermarkets
food-b2b,Lulu Hypermarket Al Messila,+974 44698888,+974 44667780,,"Near Al Rayyan Village, Jasim Bin Hamad St, Doha",Near Al Rayyan Village,Jasim Bin Hamad St,Qatar,"LuLu Hypermarket, the retail division of the multidimensional and multinational LuLu Group International has always been known as a trend setter of the retail industry in the region. Today, LuLu symbolizes quality retailing with 192 stores and is immensely popular with the discerning shoppers across the Gulf region.With its pleasant and novel variation from the usual supermarkets, LuLu offers an ultra-modern shopping ambience by integrating all conceivable needs of the consumers under one roo...",http://www.luluhypermarket.com/en-qa?fbclid=IwAR1HPxQMnz45kii5WJU-G6k4I7wXS49eL53TC0nChdHsNJ9J9Y2kJ4M1r_Y,,3884,https://qatar.arablocal.com/business/view/lulu-hypermarket-al-messila,https://www.facebook.com/LuLuHypermarket/?brand_redir=1467622770231238,https://www.instagram.com/luluhyperqa/,https://twitter.com/luluhyperQA,https://www.youtube.com/user/luluhypermarkets
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/barjaza-restaurant,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/vista-cargo,,,,
logistics,Ecu Line Doha Wll Ecu Worldwide,+974 44438464,+974 44436765,,"Office 7-A/1, 7Th Flr, Almana Tower, Airport Rd P.O.Box 24064",Office 7-A/1,Almana Tower,Qatar,Ecu Line Doha Wll Ecu Worldwide,http://www.eculine.net ^ www.ecuworldwide.com,,1871,https://qatar.arablocal.com/business/view/ecu-line-doha-wll-ecu-worldwide,,,,
logistics,Delma Freight Services,+974 44326992,,,"P.O. Box: 6444, Souq Khalid, Airport Rd",P.O. Box: 6444,Souq Khalid,Qatar,Delma Freight Services,,0,1808,https://qatar.arablocal.com/business/view/delma-freight-services,,,,
logistics,Gulf Worldwide Express Skynet,+974 97142826555,+974 50343041,,"P.O. Box: 31135, B Ring Rd",P.O. Box: 31135,,Qatar,Gulf Worldwide Express Skynet,http://www.skynetworldwide.net,0,1785,https://qatar.arablocal.com/business/view/gulf-worldwide-express-skynet,,,,
food-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/arab-qatari-co-for-dairy-production,,,,
food-b2b,Nestle Pure Life Al Manhal Water Factory Co Ltd Wll,+974 33935777,+974 44335777,,"P.O. Box: 9753, Gate 1, Plot 1003 - 1004, Nr Ministry Of Energy & Industry, New Indl Area",P.O. Box: 9753,Nr Ministry Of Energy & Industry,Qatar,Nestle Pure Life Al Manhal Water Factory Co Ltd Wll,http://www.nestle-waters.me,,3412,https://qatar.arablocal.com/business/view/nestle-pure-life-al-manhal-water-factory-co-ltd-wll,,,,
food-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/lulu-hypermarket-d-ring-road,,,,
food-b2b,Modern Food Centre,+974 44602007,+974 44167965,,"St 36, Gate 87, Ind Area P.O.Box 21419",St 36,Gate 87,Qatar,Modern Food Centre,,,3194,https://qatar.arablocal.com/business/view/modern-food-centre,,,,
food-b2b,Middle East Foodstuff Co Al Kabeer,+974 44687491,+974 33717140,,"C - 35, Retaj Bldg, Salwa Rd / Wholesale Market P.O.Box 6753",C - 35,Retaj Bldg,Qatar,Middle East Foodstuff Co Al Kabeer,http://www.al-kabeer.com,,3195,https://qatar.arablocal.com/business/view/middle-east-foodstuff-co-al-kabeer,,,,
food-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/wilton,,,,
food-b2b,Widam Slaughterhouse Alrayan,,,,"93 Al Sadd Street, PO Box 2992, Doha PO Box 22240",93 Al Sadd Street,PO Box 2992,Qatar,Widam Slaughterhouse Alrayan,http://www.widam.com.qa,,2844,https://qatar.arablocal.com/business/view/widam-slaughterhouse-alrayan,,,,
food-b2b,Doha Dates by NAFCO,+974 44681401,,,Doha,,,Qatar,Doha Dates by NAFCO,,0,2881,https://qatar.arablocal.com/business/view/doha-dates-by-nafco,,,,
food-b2b,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-manal-food-factory,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/eli-france-cafe,,,,
food-b2b,Lulu Hypermarket Al Meshaf,+974 40321888,,,"Wukair street, near grand, Al Wukair, Qatar",Wukair street,Al Wukair,Qatar,"LuLu Hypermarket, the retail division of the multidimensional and multinational LuLu Group International has always been known as a trend setter of the retail industry in the region. Today, LuLu symbolizes quality retailing with 192 stores and is immensely popular with the discerning shoppers across the Gulf region.With its pleasant and novel variation from the usual supermarkets, LuLu offers an ultra-modern shopping ambience by integrating all conceivable needs of the consumers under one roo...",http://www.luluhypermarket.com/en-qa?fbclid=IwAR1HPxQMnz45kii5WJU-G6k4I7wXS49eL53TC0nChdHsNJ9J9Y2kJ4M1r_Y,,2799,https://qatar.arablocal.com/business/view/lulu-hypermarket-al-meshaf,https://www.facebook.com/LuLuHypermarket/?brand_redir=1467622770231238,https://www.instagram.com/luluhyperqa/,https://twitter.com/luluhyperQA,https://www.youtube.com/user/luluhypermarkets
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/aroma-restaurant-old-airport-road,,,,
restaurants,Anjappar Chettinad Indian Restaurant Al Mulla Group Of Companies,+974 44279834,+974 44279833,,"Next ToAl Mushiri Co, Nr Jaidah Flyover, Al Khaleej Street, Musheireb P.O.Box 40381",Next ToAl Mushiri Co,Al Khaleej Street,Qatar,Anjappar Chettinad Indian Restaurant Al Mulla Group Of Companies,http://www.anjappar.com,,1673,https://qatar.arablocal.com/business/view/anjappar-chettinad-indian-restaurant-al-mulla-group-of-companies,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/antakya-restaurant-doha,,,,
restaurants,Al Bait Al Shaaby Kitchens,+974 55733366,,,"Unnamed Road, Al Khor",Unnamed Road,,Qatar,Al Bait Al Shaaby Kitchens,,,1617,https://qatar.arablocal.com/business/view/al-bait-al-shaaby-kitchens,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-danube-restaurant-doha,,,,
restaurants,Afghan Brothers Restaurant Al Nasar Al Qadeem St Doha,+974 44440488,,nfo@afghanbrothers.com,"9 Al Matar Al Qadeem St, Doha, Qatar",9 Al Matar Al Qadeem St,Doha,Qatar,Adcorner Advertising wll,http://www.afghanbrothers.com,,1525,https://qatar.arablocal.com/business/view/afghan-brothers-restaurant-al-nasar-al-qadeem-st-doha,https://www.facebook.com/afghanbrothersqtr,https://www.instagram.com/afghanbrothersqtr/,https://twitter.com/afgbrothersqtr,https://www.youtube.com/channel/UC6aUZ61_RqJAFN2Cq_mnkjw
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/asiana-restaurant-and-banquet-hall,,,,
restaurants,Blue City Restaurant,+974 44869528,,,City :,,,Qatar,Blue City Restaurant,,,1535,https://qatar.arablocal.com/business/view/blue-city-restaurant,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/air-link-intl-qatar-wll,,,,
logistics,Arabia House IntL Trprt Est,+974 55530299,+974 44500359,,"2Nd Flr, Al Jazeera Exchange, St 29, Al Kassarat St, Ind Area P.O.Box 23991",2Nd Flr,Al Kassarat St,Qatar,Arabia House IntL Trprt Est,http://www.arabiahousetransport.com,,1704,https://qatar.arablocal.com/business/view/arabia-house-intl-trprt-est,,,,
contractors,The Maintainers,+974 8008050,+974 44040800,,Salwa Rd P.O.Box 201325,,,Qatar,The Maintainers,http://www.the-maintainers.com,,1541,https://qatar.arablocal.com/business/view/the-maintainers,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-sultan-brahim-lebanese-restaurant,,,,
atm,QNB ATM2 North Gate Mall Branch,+974 44407777,,,"Alghazlaniya St, Doha",Alghazlaniya St,,Qatar,QNB ATM2 North Gate Mall Branch,http://www.qnb.com,,2183,https://qatar.arablocal.com/business/view/qnb-atm2-north-gate-mall-branch,,,,
contractors,Qatar Building Company QBC Concrete Plant I,,,,Ar-Rayyan,,,Qatar,Qatar Building Company QBC Concrete Plant I,,,1528,https://qatar.arablocal.com/business/view/qatar-building-company-qbc-concrete-plant-i,,,,
atm,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/commercial-bank-of-qatar-atm-villagio-mall-branch-1,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/jones-engineering-group-llc,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/ability-logistics-and-transport-wll,,,,
atm,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/qnb-atm-general-retirement-and-pension-branch,,,,
logistics,Draieh Logistic Services Co Wll,+974 44447387,+974 44447513,,"Al Sadd Mosque, Ibn Umayah St, Doha, Qatar P.O.Box 5113",Al Sadd Mosque,Doha,Qatar,Draieh Logistic Services Co Wll,http://www.damacgroup.com,,1628,https://qatar.arablocal.com/business/view/draieh-logistic-services-co-wll,,,,
contractors,Seagull Trad and Cont Co Wll,+974 44313173,+974 44601892,,"Al attiya Market St. 23, Gate 81, Industrial Area, P.O.Box 40528, Doha, Qatar",Al attiya Market St. 23,Doha,Qatar,Seagull Trad and Cont Co Wll,,,1454,https://qatar.arablocal.com/business/view/seagull-trad-and-cont-co-wll,,,,
contractors,Bojamhoor Trading and Contracting Wll,+974 44880465,+974 44880468,,"Al Jazera, Al Arabiya St., Bin Omran, Bojamhoor Bldg No. 22 P.O.Box 24159",Al Jazera,Bin Omran,Qatar,Bojamhoor Trading & Contracting Company W.L.L. was founded in 1978 to play a pioneering role in the development of the State of Qatar and has since grown to become one of the leading construction contracting companies in the country.,http://www.bojamhoor.com,,1447,https://qatar.arablocal.com/business/view/bojamhoor-trading-and-contracting-wll,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/desert-convoy-transport,,,,
atm,Commercial Bank Of Qatar ATM Al Meera Abu Hamour,+974 44490000,+974 44490024,,Messaimer,,,Qatar,Commercial Bank Of Qatar ATM Al Meera Abu Hamour,http://www.cbq.com.qa,,1658,https://qatar.arablocal.com/business/view/commercial-bank-of-qatar-atm-al-meera-abu-hamour,,,,
restaurants,Alkhor Palace Restaurant,+974 50898882,,,Al Dhakira,,,Qatar,Alkhor Palace Restaurant,,,1482,https://qatar.arablocal.com/business/view/alkhor-palace-restaurant,,,,
atm,QNB ATM Msherieb Properties Branch ATM Qatar National Bank Musheireb,+974 44963888,,,"Al Asmakh St, Doha",Al Asmakh St,,Qatar,QNB ATM Msherieb Properties Branch ATM Qatar National Bank Musheireb,http://www.qnb.com,0,1616,https://qatar.arablocal.com/business/view/qnb-atm-msherieb-properties-branch-atm-qatar-national-bank-musheireb,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/amara-indian-restaurant,,,,
contractors,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/younis-contracting-and-trading-est,,,,
atm,QNB ATM Dar Al Salam mall branch 1,+974 44407777,,,"Mesaimeer Rd, Doha",Mesaimeer Rd,,Qatar,QNB ATM Dar Al Salam mall branch 1,http://www.qnb.com,,1566,https://qatar.arablocal.com/business/view/qnb-atm-dar-al-salam-mall-branch-1,,,,
contractors,Al Hateem Trading and Contracting W L L,+974 44350015,,,"Room # 25, 2nd floor, MISR Insurance Building Opp. Al Emadi Business Centre, C Ring Rd, Doha",Room # 25,C Ring Rd,Qatar,Al Hateem Trading and Contracting W L L,http://www.alhateem.qa,,1440,https://qatar.arablocal.com/business/view/al-hateem-trading-and-contracting-w-l-l,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/scorpion-logistics-wll,,,,
contractors,TechnoFayha Co W L L,+974 40068727,,,Area 56 Street 56/ Building 128/ Unit 4 Block 7? Doha - Industrial Area,,,Qatar,TechnoFayha Co W L L,,,1432,https://qatar.arablocal.com/business/view/technofayha-co-w-l-l,,,,
restaurants,Al Nas Restaurant,+974 55630088,,,"Al Azizia St, Doha",Al Azizia St,,Qatar,Al Nas Restaurant,,,1465,https://qatar.arablocal.com/business/view/al-nas-restaurant,,,,
logistics,Al Abdulla Trading and Contracting Co,+974 44418494,+974 55093010,,"Building No :4, Shop No :3,B- Ring Road, Doha P.O.Box 30862",Building No :4,B- Ring Road,Qatar,Al Abdulla Trading and Contracting Co,,,3186,https://qatar.arablocal.com/business/view/al-abdulla-trading-and-contracting-co,,,,
atm,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/mashraf-al-rayan-bank-atm,,,,
atm,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/qnb-atm-woqod-motor-city-ps,,,,
atm,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/ahli-bank-qsc-atm-indian-hyper-market-doha,,,,
atm,QNB ATM Al Bidda Tower Branch,+974 44407777,,,"Al Corniche St, Doha",Al Corniche St,,Qatar,QNB ATM Al Bidda Tower Branch,http://www.qnb.com,,1486,https://qatar.arablocal.com/business/view/qnb-atm-al-bidda-tower-branch,,,,
