Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
industrial,Qasr Al Ahlam Trading,+971 6331224,,,,11857,Abu Dhabi City,Abu Dhabi,UAE,"QASR AL AHLAM TRADING is located in Abu Dhabi, UAE. Company is working in Clothing and Accessories, Textile business activities.",,,1808,,https://uae.arablocal.com/business/view/qasr-al-ahlam-trading,,,,,
business-b2b,Anderson HR Consulting and Training -AHRC FZ LLC,+971 43658363,,,,"Floor # 8, Business Central Tower WA, Dubai Media City(DMC),",Umm Suqeim,Dubai,UAE,Anderson HR Consulting and Training -AHRC FZ LLC,,,1044,,https://uae.arablocal.com/business/view/anderson-hr-consulting-and-training-ahrc-fz-llc,,,,,
construction,Jesr Al Sharq Wa Al Gharb Marbles and Granite Trdg.LLC,+971 65352687,+971 566516227,,,"Ground Floor, Industrial Area 15,",Industrial Area,Sharjah,UAE,Jesr Al Sharq Wa Al Gharb Marbles and Granite Trdg.LLC,,,1769,,https://uae.arablocal.com/business/view/jesr-al-sharq-wa-al-gharb-marbles-and-granite-trdg-llc,,,,,
business-b2b,Almentor FZCO,+971 43448248,,,,"Floor # 2, Techno Hub 2, 1A 4 A Street,",Dubai Silicon Oasis,Dubai,UAE,Almentor FZCO,,,1044,,https://uae.arablocal.com/business/view/almentor-fzco,,,,,
business-b2b,Farooq International Stationery W L L Abu Dhabi Branch,+971 26210056,,,,44306,Abu Dhabi City,Abu Dhabi,UAE,"Farooq International Stationery - W L L - Abu Dhabi - Branch is located in Abu Dhabi, UAE. Company is working in Others business activities. If you have any questions, please contact us",,,1037,,https://uae.arablocal.com/business/view/farooq-international-stationery--w-l-l--abu-dhabi--branch,,,,,
industrial,Al Sindbad Insulation Materials and Al Reem Building Materials,+971 65345994,,,,"Sindbad group building,",Saja'a Industrial,Sharjah,UAE,Al Sindbad Insulation Materials and Al Reem Building Materials,http://www.alsindbadgroup.com/,,1810,,https://uae.arablocal.com/business/view/al-sindbad-insulation-materials-and-al-reem-building-materials,,,,,
construction,Star Cement Co LLC,+971 47073382,,,,Dubai,Al Muraqqabat,Dubai,UAE,Star Cement Co LLC,,,1758,,https://uae.arablocal.com/business/view/star-cement-co-llc,,,,,
industrial,Al Reyami Glass and Aluminium LLC Al Quoz Industrial area 2 Dubai,+971 44329829,+971 800739264,,,Dubai,Al Quoz Industrial Area 2,Dubai,UAE,Al Reyami Glass and Aluminium LLC Al Quoz Industrial area 2 Dubai,,,1791,,https://uae.arablocal.com/business/view/al-reyami-glass-and-aluminium-llc-al-quoz-industrial-area-2-dubai,,,,,
business-b2b,Advanced Facilities Management,+971 28829023,,,,Abu Dhabi,Al Bateen,Abu Dhabi,UAE,Advanced Facilities Management,,,1036,,https://uae.arablocal.com/business/view/advanced-facilities-management,,,,,
business-b2b,Al Nasr Services Co,+971 65690348,,,,Sharjah,Al Jubail,Sharjah,UAE,Al Nasr Services Co,,,1416,,https://uae.arablocal.com/business/view/al-nasr-services-co,,,,,
business-b2b,Al Khawaneej Tyre Co,+971 65338271,,,,Sharjah,Industrial Area 7,Sharjah,UAE,Al Khawaneej Tyre Co,,,1348,,https://uae.arablocal.com/business/view/al-khawaneej-tyre-co,,,,,
industrial,Campro Technical Services LLC,+971 42678731,,,,Box No. 31920,Dubai Silicon Oasis,Dubai,UAE,"CAMPRO TECHNICAL SERVICES LLC is located in Dubai, UAE. Company is working in Metal Products, Contractors business activities.",http://www.carcility.com/,,1792,,https://uae.arablocal.com/business/view/campro-technical-services-llc,,,,,
construction,Al Kauther Contracting Co LLC Sharjah,+971 65629660,,,,"Ground Floor, Al Kauther Building,",Al Shuwaihean,Sharjah,UAE,Al Kauther Contracting Co LLC Sharjah,,,1770,,https://uae.arablocal.com/business/view/al-kauther-contracting-co-llc-sharjah,,,,,
business-b2b,Gulf Horizon International Establishment,+971 6347888,,,,P.O Box 43248,Dubai Others,Dubai,UAE,"GULF HORIZON INTERNATIONAL ESTABLISHMENT is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,1023,,https://uae.arablocal.com/business/view/gulf-horizon-international-establishment,,,,,
industrial,National Finland Auto Glass Co LLC Umm Al quwain,+971 67662630,,,,Umm Al Quwain,Industrial Area,Sharjah,UAE,National Finland Auto Glass Co LLC Umm Al quwain,,,1788,,https://uae.arablocal.com/business/view/national-finland-auto-glass-co-llc-umm-al-quwain,,,,,
construction,Bucomac Industries Ltd - Block Factory Sharjah,+971 65333549,,,,"BMW Road,",Industrial Area 2,Sharjah,UAE,Bucomac Industries Ltd - Block Factory Sharjah,,,1759,,https://uae.arablocal.com/business/view/bucomac-industries-ltd-block-factory-sharjah,,,,,
business-b2b,1890 LLC,+971 3933633,,,,Box No. 290,Dubai Others,Dubai,UAE,"1890 LLC is located in Dubai, UAE. Company is working in Trading, Fire Safety Equipment business activities. If you have any questions, please contact us",,,1021,,https://uae.arablocal.com/business/view/1890-llc,,,,,
industrial,Obaid Al Shamsi Aluminium and Glass Industries LLC,+971 42679100,,,,"Al Qusais 4,",Al Qusais,Dubai,UAE,Obaid Al Shamsi Aluminium and Glass Industries LLC,,,1773,,https://uae.arablocal.com/business/view/obaid-al-shamsi-aluminium-and-glass-industries-llc,,,,,
construction,Dream House Contracting L.L.C,+971 42945008,,,,"2, Al Huda Building, 204, Service Rd, Al Garhoud,",Al Garhoud,Dubai,UAE,Dream House Contracting L.L.C,,,1704,,https://uae.arablocal.com/business/view/dream-house-contracting-l-l-c,,,,,
construction,Otis LLC Abu Dhabi,+971 26446550,,,,Abu Dhabi,Al Danah,Abu Dhabi,UAE,Otis LLC Abu Dhabi,,,1741,,https://uae.arablocal.com/business/view/otis-llc-abu-dhabi,,,,,
business-b2b,Al Kharbash Facilities Management,+971 43338733,,,,"Ras Al Khor Industrial Area # 2,",Ras Al Khor,Dubai,UAE,Al Kharbash Facilities Management,,,1014,,https://uae.arablocal.com/business/view/al-kharbash-facilities-management,,,,,
business-b2b,Al Warda Al Masiyah Facilities Management Services LLC,+971 43244303,,,,"Ground Floor, Deira Business Center, Office # 09, Street # 16-A, Al Khabaisi,",Deira,Dubai,UAE,Al Warda Al Masiyah Facilities Management Services LLC,,,1012,,https://uae.arablocal.com/business/view/al-warda-al-masiyah-facilities-management-services-llc,,,,,
industrial,Gulf Gypsum Industries Co LLC,+971 42242424,,,,"Al Maktoum St,",Deira,Dubai,UAE,Gulf Gypsum Industries Co LLC,,,1749,,https://uae.arablocal.com/business/view/gulf-gypsum-industries-co-llc,,,,,
construction,Delmon Autoclaved Aerated Concrete Factory - AAC Thermalite Blocks,+971 48842280,+971 504467394,,,"Jebel Ali Industrial Area # 2,",Jebel Ali Industrial Area # 2,Dubai,UAE,Delmon Autoclaved Aerated Concrete Factory - AAC Thermalite Blocks,,,1683,,https://uae.arablocal.com/business/view/delmon-autoclaved-aerated-concrete-factory-aac-thermalite-blocks,,,,,
construction,Ali Mousa and Sons Group,+971 65311444,,,,Sharjah,Al Sajaa,Sharjah,UAE,Ali Mousa and Sons Group,,,1727,,https://uae.arablocal.com/business/view/ali-mousa-and-sons-group,,,,,
construction,Al Nasr Contracting Co LLC Mussafah Abu Dhabi,+971 26420002,,,,"3rd Floor, Hamad Bahyer Al Amiri Building, Defence Road,",Mussafah 32/1,Abu Dhabi,UAE,Al Nasr Contracting Co LLC Mussafah Abu Dhabi,http://www.mrtool.ae/,,1679,,https://uae.arablocal.com/business/view/al-nasr-contracting-co-llc-mussafah-abu-dhabi,,,,,
industrial,Daeah Engineering Construction Co.Ltd,+971 26426442,,,,"Mussafah (M-4),",Musaffah,Abu Dhabi,UAE,Daeah Engineering Construction Co.Ltd,,,1750,,https://uae.arablocal.com/business/view/daeah-engineering-construction-co-ltd,,,,,
construction,Al Ain Ready Mix Co,+971 37211120,,,,Abu Dhabi,Al Ain,Abu Dhabi,UAE,Al Ain Ready Mix Co,,,1703,,https://uae.arablocal.com/business/view/al-ain-ready-mix-co,,,,,
industrial,Al Asfar Heavy Equipment Spare Parts Trading LLC,+971 65424677,,,,"Industrial Area 13,",Industrial Area,Sharjah,UAE,Al Asfar Heavy Equipment Spare Parts Trading LLC,,,1732,,https://uae.arablocal.com/business/view/al-asfar-heavy-equipment-spare-parts-trading-llc,,,,,
construction,Fujairah Marble and Tiles Factory,+971 92444101,,,,"Dibba,",Dibba,Fujairah,UAE,Fujairah Marble and Tiles Factory,,,1660,,https://uae.arablocal.com/business/view/fujairah-marble-and-tiles-factory,,,,,
industrial,Al Madeena Plastic Pipe Mfrg Factory LLC,+971 67480226,,,,"1, G Industrial,",Ajman Industrial 2,Ajman,UAE,Al Madeena Plastic Pipe Mfrg Factory LLC,,,1729,,https://uae.arablocal.com/business/view/al-madeena-plastic-pipe-mfrg-factory-llc,,,,,
industrial,Gelaf Carton Boxes Manufacturing LLC,+971 67673828,,,,"Ground Floor, Al Ittihad Road,",Industrial Area,Sharjah,UAE,Gelaf Carton Boxes Manufacturing LLC,,,1716,,https://uae.arablocal.com/business/view/gelaf-carton-boxes-manufacturing-llc,,,,,
construction,Adnan Contracting Co LLC,+971 43369550,,,,Dubai,Oud Metha,Dubai,UAE,Adnan Contracting Co LLC,,,1662,,https://uae.arablocal.com/business/view/adnan-contracting-co-llc,,,,,
business-b2b,Elixir General Trading Llc,+971 42251265,,,,"103, Al Buteen building, Murshid Bazar, P.O. Box: 1549",Deira,Dubai,UAE,"Elixir General Trading LLC is located in Dubai, UAE. Company is working in Overseas Business, Import and Export Agents business activities.",,,1004,,https://uae.arablocal.com/business/view/elixir-general-trading--llc,,,,,
industrial,Al Ain Mineral Water Bottling Factory Cold Stores and Ice Plant Dept,+971 37214377,,,pridepowermech@gmail.com,Al Ain,Al Ain,Abu Dhabi,UAE,Al Ain Mineral Water Bottling Factory Cold Stores and Ice Plant Dept,,,1715,,https://uae.arablocal.com/business/view/al-ain-mineral-water-bottling-factory-cold-stores-and-ice-plant-dept,,,,,
industrial,Al Furat Refrigeration Devices Trading Co,+971 65342622,,,,Sharjah,Industrial Area 11,Sharjah,UAE,Al Furat Refrigeration Devices Trading Co,,,1705,,https://uae.arablocal.com/business/view/al-furat-refrigeration-devices-trading-co,,,,,
construction,Masters Crane Co LLC,+971 65282111,,,,Sharjah,Al Layyeh Suburb,Sharjah,UAE,Masters Crane Co LLC,,,1655,,https://uae.arablocal.com/business/view/masters-crane-co-llc,,,,,
construction,Bin Ojan Group,+971 26457777,,,,Abu Dhabi,Al Zahiyah,Abu Dhabi,UAE,Bin Ojan Group,,,1655,,https://uae.arablocal.com/business/view/bin-ojan-group,,,,,
construction,Al Rayan Marble Factory LLC,+971 67662341,,,,"Umm Al Quwain-Industrial area,",Umm Al Quwain-Industrial area,Umm Al Quwain,UAE,Al Rayan Marble Factory LLC,,,1649,,https://uae.arablocal.com/business/view/al-rayan-marble-factory-llc,,,,,
construction,Car Parking Shades Suppliers,+971 543839003,+971505773027,+971543839003,maqavisuhatents@gmail.com,2b Street al quoz,Al Quoz Industrial Area 3,Dubai,UAE,"CAR PARKING SHADED SUPPLIERS IN JUMAIRAH PARK 0543839003 Car Park Shades, Tents, Dubai Wedding Tents, Shades and Tents, Tents And Shades, Parking Shades Dubai, Rental Tents, Canopies, Awnings Suppliers, Patio Awnings, Garden Shades, Tensile Shades. https://youtu.be/txv2IGlDUDo Best and High Quality Suppliers Car park Shades, Our Products are. Car Park Sheds, Tents, Awnings, Canopies, Tensile Fabric Shades, Pergola, Sail Shades, Garden Sun Shades, Swimming Pool Shades, Playground shades, Tents...",https://posts.gle/pFWBT,,1621,054382900,https://uae.arablocal.com/business/view/car-parking-shades-suppliers,https://www.facebook.com/alduhatents,https://www.instagram.com/tentsandshades,,https://twitter.com/maqavutents,
business-b2b,Cluster General Trading Llc,+971 2222207,,,,Box No. 35888,Dubai Others,Dubai,UAE,"CLUSTER GENERAL TRADING LLC is located in Dubai, UAE. Company is working in Trading business activities.",,,1004,,https://uae.arablocal.com/business/view/cluster-general-trading--llc,,,,,
construction,National Ready Mix Concrete Co Sharjah,+971 65345544,,,,Sharjah,Industrial Area 17,Sharjah,UAE,National Ready Mix Concrete Co Sharjah,,,1638,,https://uae.arablocal.com/business/view/national-ready-mix-concrete-co-sharjah,,,,,
business-b2b,Mohammed AL Qubaisi Enterprises LLC,+971 26423999,,,,"Al Dhafrah,",Abu Dhabi City,Abu Dhabi,UAE,Mohammed AL Qubaisi Enterprises LLC,,,1000,,https://uae.arablocal.com/business/view/mohammed-al-qubaisi-enterprises-llc,,,,,
industrial,Al Dhaid Tents Tr,+971 68823892,,,,Sharjah,Al Dhaid,Sharjah,UAE,Al Dhaid Tents Tr,,,1705,,https://uae.arablocal.com/business/view/al-dhaid-tents-tr,,,,,
